"ID";"AardWerkzaamheden";"Gebouwbestemming";"Perioden";"Bouwkosten_1";"Bouwvergunningen_2";"Bouwkosten_3";"Bouwvergunningen_4"
"655";"A028180";"A007232";"2022MM08";"     612";"     532";"   146.2";"   107.7"
"656";"A028180";"A007232";"2022MM09";"    1098";"     725";"   262.2";"   146.6"
"657";"A028180";"A007232";"2022MM10";"    1174";"     628";"   280.5";"   127.0"
"658";"A028180";"A007232";"2022MM11";"     887";"     576";"   211.9";"   116.5"
"659";"A028180";"A007232";"2022MM12";"     684";"     569";"   163.3";"   115.1"
"660";"A028180";"A007237";"2012MM01";"     280";"     283";"    81.4";"    91.9"
"661";"A028180";"A007237";"2012MM02";"     270";"     319";"    78.6";"   103.6"
"662";"A028180";"A007237";"2012MM03";"     514";"     336";"   149.7";"   109.1"
"663";"A028180";"A007237";"2012MM04";"     329";"     329";"    95.9";"   106.6"
"664";"A028180";"A007237";"2012MM05";"     370";"     404";"   107.7";"   131.2"
"665";"A028180";"A007237";"2012MM06";"     445";"     362";"   129.5";"   117.5"
"666";"A028180";"A007237";"2012MM07";"     383";"     361";"   111.6";"   117.2"
"667";"A028180";"A007237";"2012MM08";"     235";"     266";"    68.4";"    86.2"
"668";"A028180";"A007237";"2012MM09";"     237";"     272";"    68.9";"    88.3"
"669";"A028180";"A007237";"2012MM10";"     320";"     275";"    93.2";"    89.4"
"670";"A028180";"A007237";"2012MM11";"     361";"     259";"   105.0";"    84.1"
"671";"A028180";"A007237";"2012MM12";"     379";"     231";"   110.2";"    74.9"
"672";"A028180";"A007237";"2013MM01";"     185";"     257";"    53.9";"    83.4"
"673";"A028180";"A007237";"2013MM02";"     302";"     250";"    88.0";"    81.2"
"674";"A028180";"A007237";"2013MM03";"     244";"     281";"    71.1";"    91.0"
"675";"A028180";"A007237";"2013MM04";"     271";"     251";"    78.9";"    81.4"
"676";"A028180";"A007237";"2013MM05";"     322";"     275";"    93.7";"    89.4"
"677";"A028180";"A007237";"2013MM06";"     266";"     271";"    77.4";"    87.9"
"678";"A028180";"A007237";"2013MM07";"     250";"     295";"    72.8";"    95.7"
"679";"A028180";"A007237";"2013MM08";"     240";"     239";"    69.8";"    77.4"
"680";"A028180";"A007237";"2013MM09";"     345";"     268";"   100.5";"    87.0"
"681";"A028180";"A007237";"2013MM10";"     290";"     248";"    84.5";"    80.5"
"682";"A028180";"A007237";"2013MM11";"     217";"     234";"    63.1";"    75.8"
"683";"A028180";"A007237";"2013MM12";"     340";"     268";"    98.9";"    86.9"
"684";"A028180";"A007237";"2014MM01";"     293";"     252";"    85.4";"    81.7"
"685";"A028180";"A007237";"2014MM02";"     286";"     274";"    83.2";"    88.9"
"686";"A028180";"A007237";"2014MM03";"     247";"     252";"    71.8";"    81.8"
"687";"A028180";"A007237";"2014MM04";"     264";"     292";"    76.8";"    94.9"
"688";"A028180";"A007237";"2014MM05";"     217";"     249";"    63.2";"    80.8"
"689";"A028180";"A007237";"2014MM06";"     256";"     261";"    74.4";"    84.7"
"690";"A028180";"A007237";"2014MM07";"     319";"     320";"    92.8";"   103.7"
"691";"A028180";"A007237";"2014MM08";"     245";"     231";"    71.2";"    75.1"
"692";"A028180";"A007237";"2014MM09";"     353";"     251";"   102.7";"    81.4"
"693";"A028180";"A007237";"2014MM10";"     210";"     241";"    61.1";"    78.3"
"694";"A028180";"A007237";"2014MM11";"     220";"     206";"    63.9";"    66.8"
"695";"A028180";"A007237";"2014MM12";"     351";"     238";"   102.2";"    77.1"
"696";"A028180";"A007237";"2015MM01";"     178";"     183";"    51.9";"    59.5"
"697";"A028180";"A007237";"2015MM02";"     273";"     224";"    79.5";"    72.8"
"698";"A028180";"A007237";"2015MM03";"     331";"     263";"    96.4";"    85.2"
"699";"A028180";"A007237";"2015MM04";"     327";"     240";"    95.3";"    77.8"
"700";"A028180";"A007237";"2015MM05";"     286";"     198";"    83.3";"    64.1"
"701";"A028180";"A007237";"2015MM06";"     248";"     270";"    72.3";"    87.6"
"702";"A028180";"A007237";"2015MM07";"     279";"     285";"    81.1";"    92.5"
"703";"A028180";"A007237";"2015MM08";"     297";"     179";"    86.4";"    58.0"
"704";"A028180";"A007237";"2015MM09";"     248";"     233";"    72.1";"    75.6"
"705";"A028180";"A007237";"2015MM10";"     226";"     193";"    65.9";"    62.6"
"706";"A028180";"A007237";"2015MM11";"     252";"     193";"    73.5";"    62.5"
"707";"A028180";"A007237";"2015MM12";"     270";"     209";"    78.5";"    67.8"
"708";"A028180";"A007237";"2016MM01";"     159";"     166";"    46.4";"    53.9"
"709";"A028180";"A007237";"2016MM02";"     230";"     218";"    66.8";"    70.8"
"710";"A028180";"A007237";"2016MM03";"     281";"     229";"    81.7";"    74.4"
"711";"A028180";"A007237";"2016MM04";"     369";"     238";"   107.4";"    77.2"
"712";"A028180";"A007237";"2016MM05";"     243";"     221";"    70.6";"    71.7"
"713";"A028180";"A007237";"2016MM06";"     280";"     255";"    81.6";"    82.7"
"714";"A028180";"A007237";"2016MM07";"     252";"     236";"    73.2";"    76.7"
"715";"A028180";"A007237";"2016MM08";"     200";"     220";"    58.2";"    71.2"
"716";"A028180";"A007237";"2016MM09";"     340";"     227";"    98.8";"    73.8"
"717";"A028180";"A007237";"2016MM10";"     225";"     212";"    65.4";"    68.7"
"718";"A028180";"A007237";"2016MM11";"     344";"     241";"   100.2";"    78.0"
"719";"A028180";"A007237";"2016MM12";"     359";"     210";"   104.4";"    68.2"
"720";"A028180";"A007237";"2017MM01";"     205";"     210";"    59.5";"    68.0"
"721";"A028180";"A007237";"2017MM02";"     451";"     280";"   131.1";"    90.7"
"722";"A028180";"A007237";"2017MM03";"     358";"     291";"   104.0";"    94.3"
"723";"A028180";"A007237";"2017MM04";"     253";"     258";"    73.5";"    83.8"
"724";"A028180";"A007237";"2017MM05";"     424";"     310";"   123.3";"   100.7"
"725";"A028180";"A007237";"2017MM06";"     233";"     283";"    67.7";"    91.7"
"726";"A028180";"A007237";"2017MM07";"     400";"     304";"   116.5";"    98.6"
"727";"A028180";"A007237";"2017MM08";"     185";"     224";"    53.7";"    72.7"
"728";"A028180";"A007237";"2017MM09";"     290";"     280";"    84.3";"    90.9"
"729";"A028180";"A007237";"2017MM10";"     361";"     285";"   105.0";"    92.5"
"730";"A028180";"A007237";"2017MM11";"     460";"     258";"   133.9";"    83.6"
"731";"A028180";"A007237";"2017MM12";"     293";"     229";"    85.3";"    74.4"
"732";"A028180";"A007237";"2018MM01";"     251";"     241";"    73.0";"    78.2"
"733";"A028180";"A007237";"2018MM02";"     321";"     270";"    93.4";"    87.6"
"734";"A028180";"A007237";"2018MM03";"     320";"     268";"    93.1";"    87.0"
"735";"A028180";"A007237";"2018MM04";"     462";"     306";"   134.3";"    99.3"
"736";"A028180";"A007237";"2018MM05";"     439";"     312";"   127.8";"   101.2"
"737";"A028180";"A007237";"2018MM06";"     368";"     308";"   107.2";"    99.8"
"738";"A028180";"A007237";"2018MM07";"     428";"     327";"   124.5";"   106.1"
"739";"A028180";"A007237";"2018MM08";"     413";"     249";"   120.1";"    80.7"
"740";"A028180";"A007237";"2018MM09";"     287";"     274";"    83.5";"    88.8"
"741";"A028180";"A007237";"2018MM10";"     411";"     329";"   119.5";"   106.6"
"742";"A028180";"A007237";"2018MM11";"     373";"     298";"   108.4";"    96.7"
"743";"A028180";"A007237";"2018MM12";"     289";"     250";"    84.1";"    81.0"
"744";"A028180";"A007237";"2019MM01";"     305";"     255";"    88.7";"    82.6"
"745";"A028180";"A007237";"2019MM02";"     372";"     279";"   108.4";"    90.4"
"746";"A028180";"A007237";"2019MM03";"     356";"     269";"   103.7";"    87.2"
"747";"A028180";"A007237";"2019MM04";"     426";"     287";"   123.8";"    93.1"
"748";"A028180";"A007237";"2019MM05";"     310";"     306";"    90.2";"    99.4"
"749";"A028180";"A007237";"2019MM06";"     352";"     277";"   102.3";"    89.9"
"750";"A028180";"A007237";"2019MM07";"     460";"     319";"   133.8";"   103.6"
"751";"A028180";"A007237";"2019MM08";"     207";"     180";"    60.2";"    58.4"
"752";"A028180";"A007237";"2019MM09";"     271";"     229";"    78.7";"    74.4"
"753";"A028180";"A007237";"2019MM10";"     361";"     260";"   105.1";"    84.3"
"754";"A028180";"A007237";"2019MM11";"     509";"     226";"   148.1";"    73.4"
"755";"A028180";"A007237";"2019MM12";"     380";"     240";"   110.5";"    78.0"
"756";"A028180";"A007237";"2020MM01";"     233";"     247";"    67.7";"    80.0"
"757";"A028180";"A007237";"2020MM02";"     344";"     238";"   100.2";"    77.3"
"758";"A028180";"A007237";"2020MM03";"     293";"     254";"    85.2";"    82.5"
"759";"A028180";"A007237";"2020MM04";"     516";"     275";"   150.1";"    89.2"
"760";"A028180";"A007237";"2020MM05";"     339";"     214";"    98.8";"    69.3"
"761";"A028180";"A007237";"2020MM06";"     406";"     280";"   118.3";"    90.9"
"762";"A028180";"A007237";"2020MM07";"     582";"     270";"   169.5";"    87.6"
"763";"A028180";"A007237";"2020MM08";"     385";"     197";"   112.0";"    63.8"
"764";"A028180";"A007237";"2020MM09";"     356";"     240";"   103.6";"    77.9"
"765";"A028180";"A007237";"2020MM10";"     335";"     250";"    97.4";"    81.0"
"766";"A028180";"A007237";"2020MM11";"     481";"     236";"   140.0";"    76.5"
"767";"A028180";"A007237";"2020MM12";"     331";"     255";"    96.4";"    82.8"
"768";"A028180";"A007237";"2021MM01";"     413";"     201";"   120.0";"    65.3"
"769";"A028180";"A007237";"2021MM02";"     386";"     239";"   112.3";"    77.7"
"770";"A028180";"A007237";"2021MM03";"     617";"     346";"   179.6";"   112.4"
"771";"A028180";"A007237";"2021MM04";"     395";"     300";"   115.1";"    97.3"
"772";"A028180";"A007237";"2021MM05";"     400";"     273";"   116.5";"    88.6"
"773";"A028180";"A007237";"2021MM06";"     312";"     304";"    90.7";"    98.5"
"774";"A028180";"A007237";"2021MM07";"     624";"     334";"   181.5";"   108.5"
"775";"A028180";"A007237";"2021MM08";"     352";"     245";"   102.4";"    79.6"
"776";"A028180";"A007237";"2021MM09";"     465";"     308";"   135.3";"   100.0"
"777";"A028180";"A007237";"2021MM10";"     388";"     296";"   113.0";"    95.9"
"778";"A028180";"A007237";"2021MM11";"     449";"     275";"   130.6";"    89.4"
"779";"A028180";"A007237";"2021MM12";"     398";"     291";"   115.9";"    94.5"
"780";"A028180";"A007237";"2022MM01";"     368";"     213";"   107.2";"    69.0"
"781";"A028180";"A007237";"2022MM02";"     338";"     256";"    98.3";"    83.1"
"782";"A028180";"A007237";"2022MM03";"     492";"     285";"   143.2";"    92.5"
"783";"A028180";"A007237";"2022MM04";"     271";"     216";"    78.8";"    70.2"
"784";"A028180";"A007237";"2022MM05";"     536";"     244";"   155.9";"    79.1"
"785";"A028180";"A007237";"2022MM06";"     484";"     275";"   140.7";"    89.1"
"786";"A028180";"A007237";"2022MM07";"     530";"     282";"   154.3";"    91.4"
"787";"A028180";"A007237";"2022MM08";"     431";"     200";"   125.3";"    64.8"
"788";"A028180";"A007237";"2022MM09";"     327";"     255";"    95.3";"    82.8"
"789";"A028180";"A007237";"2022MM10";"     619";"     242";"   180.2";"    78.5"
"790";"A028180";"A007237";"2022MM11";"     549";"     226";"   159.7";"    73.2"
"791";"A028180";"A007237";"2022MM12";"     480";"     223";"   139.7";"    72.2"
"792";"A028181";"T001032";"2012MM01";"     205";"     791";"    87.4";"   101.6"
"793";"A028181";"T001032";"2012MM02";"     169";"     739";"    71.9";"    94.9"
"794";"A028181";"T001032";"2012MM03";"     244";"     792";"   103.7";"   101.7"
"795";"A028181";"T001032";"2012MM04";"     256";"     787";"   109.1";"   101.1"
"796";"A028181";"T001032";"2012MM05";"     257";"     920";"   109.5";"   118.1"
"797";"A028181";"T001032";"2012MM06";"     274";"     835";"   116.5";"   107.2"
"798";"A028181";"T001032";"2012MM07";"     299";"     939";"   127.1";"   120.6"
"799";"A028181";"T001032";"2012MM08";"     324";"     791";"   137.9";"   101.6"
"800";"A028181";"T001032";"2012MM09";"     224";"     711";"    95.4";"    91.3"
"801";"A028181";"T001032";"2012MM10";"     189";"     742";"    80.3";"    95.3"
"802";"A028181";"T001032";"2012MM11";"     205";"     694";"    87.2";"    89.1"
"803";"A028181";"T001032";"2012MM12";"     174";"     602";"    73.8";"    77.3"
"804";"A028181";"T001032";"2013MM01";"     251";"     763";"   106.6";"    98.0"
"805";"A028181";"T001032";"2013MM02";"     206";"     734";"    87.8";"    94.3"
"806";"A028181";"T001032";"2013MM03";"     245";"     728";"   104.2";"    93.6"
"807";"A028181";"T001032";"2013MM04";"     309";"     810";"   131.6";"   104.1"
"808";"A028181";"T001032";"2013MM05";"     304";"     827";"   129.1";"   106.3"
"809";"A028181";"T001032";"2013MM06";"     332";"     759";"   141.4";"    97.5"
"810";"A028181";"T001032";"2013MM07";"     269";"     924";"   114.4";"   118.6"
"811";"A028181";"T001032";"2013MM08";"     239";"     760";"   101.6";"    97.6"
"812";"A028181";"T001032";"2013MM09";"     238";"     711";"   101.3";"    91.3"
"813";"A028181";"T001032";"2013MM10";"     220";"     780";"    93.6";"   100.1"
"814";"A028181";"T001032";"2013MM11";"     189";"     684";"    80.3";"    87.9"
"815";"A028181";"T001032";"2013MM12";"     191";"     669";"    81.3";"    85.9"
"816";"A028181";"T001032";"2014MM01";"     216";"     699";"    91.7";"    89.7"
"817";"A028181";"T001032";"2014MM02";"     249";"     722";"   106.1";"    92.7"
"818";"A028181";"T001032";"2014MM03";"     228";"     744";"    96.9";"    95.6"
"819";"A028181";"T001032";"2014MM04";"     251";"     776";"   106.9";"    99.7"
"820";"A028181";"T001032";"2014MM05";"     184";"     787";"    78.3";"   101.0"
"821";"A028181";"T001032";"2014MM06";"     272";"     830";"   115.8";"   106.6"
"822";"A028181";"T001032";"2014MM07";"     216";"     888";"    92.1";"   114.1"
"823";"A028181";"T001032";"2014MM08";"     179";"     600";"    76.3";"    77.1"
"824";"A028181";"T001032";"2014MM09";"     219";"     746";"    93.0";"    95.8"
"825";"A028181";"T001032";"2014MM10";"     400";"     789";"   170.1";"   101.4"
"826";"A028181";"T001032";"2014MM11";"     222";"     620";"    94.3";"    79.6"
"827";"A028181";"T001032";"2014MM12";"     290";"     688";"   123.2";"    88.4"
"828";"A028181";"T001032";"2015MM01";"     264";"     722";"   112.5";"    92.7"
"829";"A028181";"T001032";"2015MM02";"     285";"     717";"   121.4";"    92.1"
"830";"A028181";"T001032";"2015MM03";"     262";"     843";"   111.7";"   108.3"
"831";"A028181";"T001032";"2015MM04";"     233";"     799";"    99.0";"   102.7"
"832";"A028181";"T001032";"2015MM05";"     228";"     699";"    96.8";"    89.7"
"833";"A028181";"T001032";"2015MM06";"     213";"     847";"    90.6";"   108.8"
"834";"A028181";"T001032";"2015MM07";"     319";"     867";"   135.9";"   111.3"
"835";"A028181";"T001032";"2015MM08";"     195";"     685";"    83.1";"    88.0"
"836";"A028181";"T001032";"2015MM09";"     231";"     765";"    98.3";"    98.2"
"837";"A028181";"T001032";"2015MM10";"     265";"     717";"   112.6";"    92.0"
"838";"A028181";"T001032";"2015MM11";"     211";"     649";"    89.9";"    83.4"
"839";"A028181";"T001032";"2015MM12";"     284";"     750";"   121.0";"    96.4"
"840";"A028181";"T001032";"2016MM01";"     192";"     646";"    81.8";"    83.0"
"841";"A028181";"T001032";"2016MM02";"     272";"     805";"   115.8";"   103.3"
"842";"A028181";"T001032";"2016MM03";"     273";"     758";"   116.2";"    97.3"
"843";"A028181";"T001032";"2016MM04";"     304";"     811";"   129.5";"   104.2"
"844";"A028181";"T001032";"2016MM05";"     272";"     818";"   115.7";"   105.1"
"845";"A028181";"T001032";"2016MM06";"     324";"     908";"   138.0";"   116.6"
"846";"A028181";"T001032";"2016MM07";"     261";"     861";"   111.0";"   110.5"
"847";"A028181";"T001032";"2016MM08";"     308";"     723";"   131.1";"    92.8"
"848";"A028181";"T001032";"2016MM09";"     338";"     789";"   143.9";"   101.4"
"849";"A028181";"T001032";"2016MM10";"     198";"     687";"    84.3";"    88.2"
"850";"A028181";"T001032";"2016MM11";"     267";"     800";"   113.7";"   102.8"
"851";"A028181";"T001032";"2016MM12";"     329";"     790";"   140.1";"   101.5"
"852";"A028181";"T001032";"2017MM01";"     183";"     736";"    77.7";"    94.5"
"853";"A028181";"T001032";"2017MM02";"     300";"     811";"   127.7";"   104.2"
"854";"A028181";"T001032";"2017MM03";"     319";"     918";"   135.6";"   117.9"
"855";"A028181";"T001032";"2017MM04";"     214";"     744";"    91.1";"    95.6"
"856";"A028181";"T001032";"2017MM05";"     319";"     935";"   135.9";"   120.0"
"857";"A028181";"T001032";"2017MM06";"     290";"     949";"   123.3";"   121.9"
"858";"A028181";"T001032";"2017MM07";"     388";"    1062";"   165.0";"   136.3"
"859";"A028181";"T001032";"2017MM08";"     238";"     782";"   101.3";"   100.5"
"860";"A028181";"T001032";"2017MM09";"     267";"     846";"   113.6";"   108.7"
"861";"A028181";"T001032";"2017MM10";"     426";"     896";"   181.1";"   115.1"
"862";"A028181";"T001032";"2017MM11";"     357";"     884";"   151.7";"   113.6"
"863";"A028181";"T001032";"2017MM12";"     333";"     788";"   141.6";"   101.2"
"864";"A028181";"T001032";"2018MM01";"     267";"     833";"   113.8";"   107.0"
"865";"A028181";"T001032";"2018MM02";"     283";"     902";"   120.4";"   115.8"
"866";"A028181";"T001032";"2018MM03";"     299";"     952";"   127.1";"   122.2"
"867";"A028181";"T001032";"2018MM04";"     325";"     911";"   138.2";"   117.0"
"868";"A028181";"T001032";"2018MM05";"     247";"     906";"   105.1";"   116.3"
"869";"A028181";"T001032";"2018MM06";"     337";"    1005";"   143.2";"   129.1"
"870";"A028181";"T001032";"2018MM07";"     355";"    1065";"   150.9";"   136.8"
"871";"A028181";"T001032";"2018MM08";"     274";"     853";"   116.4";"   109.6"
"872";"A028181";"T001032";"2018MM09";"     305";"     807";"   129.9";"   103.7"
"873";"A028181";"T001032";"2018MM10";"     354";"     927";"   150.7";"   119.0"
"874";"A028181";"T001032";"2018MM11";"     275";"     905";"   117.2";"   116.2"
"875";"A028181";"T001032";"2018MM12";"     302";"     805";"   128.6";"   103.4"
"876";"A028181";"T001032";"2019MM01";"     330";"     876";"   140.6";"   112.5"
"877";"A028181";"T001032";"2019MM02";"     287";"     813";"   122.2";"   104.4"
"878";"A028181";"T001032";"2019MM03";"     305";"     885";"   129.6";"   113.7"
"879";"A028181";"T001032";"2019MM04";"     267";"     918";"   113.5";"   117.9"
"880";"A028181";"T001032";"2019MM05";"     313";"    1008";"   133.3";"   129.5"
"881";"A028181";"T001032";"2019MM06";"     251";"     942";"   107.0";"   121.0"
"882";"A028181";"T001032";"2019MM07";"     518";"    1178";"   220.3";"   151.2"
"883";"A028181";"T001032";"2019MM08";"     228";"     697";"    97.0";"    89.5"
"884";"A028181";"T001032";"2019MM09";"     249";"     837";"   105.8";"   107.5"
"885";"A028181";"T001032";"2019MM10";"     368";"     890";"   156.7";"   114.3"
"886";"A028181";"T001032";"2019MM11";"     344";"     798";"   146.2";"   102.5"
"887";"A028181";"T001032";"2019MM12";"     443";"     844";"   188.7";"   108.4"
"888";"A028181";"T001032";"2020MM01";"     323";"     835";"   137.4";"   107.2"
"889";"A028181";"T001032";"2020MM02";"     345";"     883";"   146.7";"   113.5"
"890";"A028181";"T001032";"2020MM03";"     422";"    1091";"   179.7";"   140.2"
"891";"A028181";"T001032";"2020MM04";"     381";"     945";"   162.2";"   121.4"
"892";"A028181";"T001032";"2020MM05";"     381";"    1018";"   162.3";"   130.7"
"893";"A028181";"T001032";"2020MM06";"     269";"    1019";"   114.6";"   130.9"
"894";"A028181";"T001032";"2020MM07";"     360";"    1079";"   153.3";"   138.6"
"895";"A028181";"T001032";"2020MM08";"     247";"     725";"   104.9";"    93.1"
"896";"A028181";"T001032";"2020MM09";"     325";"    1027";"   138.1";"   131.9"
"897";"A028181";"T001032";"2020MM10";"     404";"     955";"   172.0";"   122.6"
"898";"A028181";"T001032";"2020MM11";"     355";"     979";"   151.0";"   125.7"
"899";"A028181";"T001032";"2020MM12";"     350";"    1088";"   148.7";"   139.7"
"900";"A028181";"T001032";"2021MM01";"     264";"    1015";"   112.5";"   130.3"
"901";"A028181";"T001032";"2021MM02";"     332";"    1057";"   141.4";"   135.8"
"902";"A028181";"T001032";"2021MM03";"     418";"    1288";"   177.9";"   165.4"
"903";"A028181";"T001032";"2021MM04";"     325";"    1111";"   138.1";"   142.7"
"904";"A028181";"T001032";"2021MM05";"     385";"    1131";"   163.9";"   145.2"
"905";"A028181";"T001032";"2021MM06";"     368";"    1311";"   156.7";"   168.4"
"906";"A028181";"T001032";"2021MM07";"     500";"    1353";"   212.6";"   173.8"
"907";"A028181";"T001032";"2021MM08";"     246";"     974";"   104.6";"   125.1"
"908";"A028181";"T001032";"2021MM09";"     520";"    1141";"   221.2";"   146.6"
"909";"A028181";"T001032";"2021MM10";"     352";"    1100";"   149.6";"   141.3"
"910";"A028181";"T001032";"2021MM11";"     410";"    1125";"   174.4";"   144.5"
"911";"A028181";"T001032";"2021MM12";"     459";"    1178";"   195.2";"   151.3"
"912";"A028181";"T001032";"2022MM01";"     281";"    1011";"   119.4";"   129.9"
"913";"A028181";"T001032";"2022MM02";"     358";"    1143";"   152.5";"   146.7"
"914";"A028181";"T001032";"2022MM03";"     514";"    1320";"   218.5";"   169.5"
"915";"A028181";"T001032";"2022MM04";"     387";"    1198";"   164.6";"   153.8"
"916";"A028181";"T001032";"2022MM05";"     455";"    1161";"   193.4";"   149.1"
"917";"A028181";"T001032";"2022MM06";"     598";"    1362";"   254.5";"   174.9"
"918";"A028181";"T001032";"2022MM07";"     467";"    1354";"   198.8";"   173.9"
"919";"A028181";"T001032";"2022MM08";"     343";"     990";"   146.0";"   127.2"
"920";"A028181";"T001032";"2022MM09";"     432";"    1018";"   183.6";"   130.7"
"921";"A028181";"T001032";"2022MM10";"     324";"    1033";"   137.9";"   132.6"
"922";"A028181";"T001032";"2022MM11";"     360";"     998";"   153.0";"   128.1"
"923";"A028181";"T001032";"2022MM12";"     292";"     959";"   124.2";"   123.2"
"924";"A028181";"A007232";"2012MM01";"      69";"     386";"    93.0";"    99.9"
"925";"A028181";"A007232";"2012MM02";"      63";"     381";"    85.1";"    98.5"
"926";"A028181";"A007232";"2012MM03";"      71";"     408";"    95.3";"   105.6"
"927";"A028181";"A007232";"2012MM04";"      77";"     394";"   104.2";"   101.8"
"928";"A028181";"A007232";"2012MM05";"      95";"     458";"   127.6";"   118.5"
"929";"A028181";"A007232";"2012MM06";"      92";"     413";"   124.5";"   106.8"
"930";"A028181";"A007232";"2012MM07";"      77";"     460";"   103.6";"   118.8"
"931";"A028181";"A007232";"2012MM08";"      98";"     386";"   131.7";"    99.9"
"932";"A028181";"A007232";"2012MM09";"      48";"     337";"    65.0";"    87.0"
"933";"A028181";"A007232";"2012MM10";"      62";"     363";"    83.2";"    93.9"
"934";"A028181";"A007232";"2012MM11";"      80";"     364";"   108.3";"    94.2"
"935";"A028181";"A007232";"2012MM12";"      58";"     290";"    78.6";"    75.0"
"936";"A028181";"A007232";"2013MM01";"      84";"     392";"   113.6";"   101.4"
"937";"A028181";"A007232";"2013MM02";"      70";"     387";"    93.8";"   100.2"
"938";"A028181";"A007232";"2013MM03";"      57";"     347";"    77.4";"    89.8"
"939";"A028181";"A007232";"2013MM04";"      88";"     393";"   118.8";"   101.6"
"940";"A028181";"A007232";"2013MM05";"     104";"     417";"   139.6";"   107.8"
"941";"A028181";"A007232";"2013MM06";"      55";"     346";"    73.5";"    89.4"
"942";"A028181";"A007232";"2013MM07";"      88";"     478";"   119.1";"   123.7"
"943";"A028181";"A007232";"2013MM08";"      76";"     374";"   102.4";"    96.7"
"944";"A028181";"A007232";"2013MM09";"      71";"     361";"    96.1";"    93.2"
"945";"A028181";"A007232";"2013MM10";"      87";"     430";"   117.3";"   111.2"
"946";"A028181";"A007232";"2013MM11";"      76";"     376";"   101.9";"    97.1"
"947";"A028181";"A007232";"2013MM12";"      59";"     343";"    80.1";"    88.8"
"948";"A028181";"A007232";"2014MM01";"      71";"     349";"    96.3";"    90.2"
"949";"A028181";"A007232";"2014MM02";"      84";"     384";"   112.7";"    99.4"
"950";"A028181";"A007232";"2014MM03";"      99";"     382";"   134.2";"    98.7"
"951";"A028181";"A007232";"2014MM04";"      61";"     372";"    82.6";"    96.3"
"952";"A028181";"A007232";"2014MM05";"      63";"     390";"    85.5";"   100.9"
"953";"A028181";"A007232";"2014MM06";"     126";"     424";"   169.4";"   109.6"
"954";"A028181";"A007232";"2014MM07";"      85";"     476";"   114.9";"   123.2"
"955";"A028181";"A007232";"2014MM08";"      80";"     331";"   107.4";"    85.5"
"956";"A028181";"A007232";"2014MM09";"      67";"     412";"    90.8";"   106.6"
"957";"A028181";"A007232";"2014MM10";"      98";"     425";"   131.8";"   110.0"
"958";"A028181";"A007232";"2014MM11";"     105";"     339";"   141.1";"    87.5"
"959";"A028181";"A007232";"2014MM12";"     106";"     361";"   142.9";"    93.2"
"960";"A028181";"A007232";"2015MM01";"      68";"     396";"    92.2";"   102.3"
"961";"A028181";"A007232";"2015MM02";"      75";"     388";"   101.0";"   100.3"
"962";"A028181";"A007232";"2015MM03";"     135";"     502";"   181.9";"   129.9"
"963";"A028181";"A007232";"2015MM04";"      90";"     442";"   121.7";"   114.2"
"964";"A028181";"A007232";"2015MM05";"      94";"     380";"   126.3";"    98.2"
"965";"A028181";"A007232";"2015MM06";"     100";"     468";"   134.4";"   121.1"
"966";"A028181";"A007232";"2015MM07";"     147";"     448";"   197.8";"   115.9"
"967";"A028181";"A007232";"2015MM08";"      65";"     349";"    87.4";"    90.3"
"968";"A028181";"A007232";"2015MM09";"      96";"     414";"   129.7";"   107.0"
"969";"A028181";"A007232";"2015MM10";"     101";"     391";"   136.8";"   101.2"
"970";"A028181";"A007232";"2015MM11";"      93";"     357";"   125.4";"    92.4"
"971";"A028181";"A007232";"2015MM12";"     128";"     409";"   172.5";"   105.9"
"972";"A028181";"A007232";"2016MM01";"      87";"     366";"   117.5";"    94.7"
"973";"A028181";"A007232";"2016MM02";"     117";"     473";"   158.2";"   122.3"
"974";"A028181";"A007232";"2016MM03";"     124";"     426";"   167.4";"   110.0"
"975";"A028181";"A007232";"2016MM04";"     105";"     461";"   142.2";"   119.1"
"976";"A028181";"A007232";"2016MM05";"     128";"     456";"   173.2";"   118.0"
"977";"A028181";"A007232";"2016MM06";"     127";"     481";"   171.2";"   124.4"
"978";"A028181";"A007232";"2016MM07";"     119";"     490";"   160.4";"   126.8"
"979";"A028181";"A007232";"2016MM08";"     166";"     418";"   224.3";"   108.1"
"980";"A028181";"A007232";"2016MM09";"     136";"     452";"   183.8";"   116.9"
"981";"A028181";"A007232";"2016MM10";"      77";"     361";"   104.1";"    93.3"
"982";"A028181";"A007232";"2016MM11";"      99";"     465";"   132.9";"   120.1"
"983";"A028181";"A007232";"2016MM12";"     182";"     471";"   244.9";"   121.9"
"984";"A028181";"A007232";"2017MM01";"      75";"     461";"   101.3";"   119.1"
"985";"A028181";"A007232";"2017MM02";"     163";"     468";"   220.0";"   121.1"
"986";"A028181";"A007232";"2017MM03";"     164";"     528";"   221.4";"   136.6"
"987";"A028181";"A007232";"2017MM04";"     112";"     453";"   151.1";"   117.3"
"988";"A028181";"A007232";"2017MM05";"     130";"     572";"   175.2";"   147.9"
"989";"A028181";"A007232";"2017MM06";"     123";"     556";"   166.5";"   143.8"
"990";"A028181";"A007232";"2017MM07";"     174";"     641";"   235.3";"   165.7"
"991";"A028181";"A007232";"2017MM08";"     110";"     503";"   148.6";"   130.0"
"992";"A028181";"A007232";"2017MM09";"     140";"     539";"   188.4";"   139.3"
