"ID";"BedrijfstakkenBranchesSBI2008";"Perioden";"Producentenvertrouwen_1"
"2785";"328105";"1988MM08";"       ."
"2786";"328105";"1988MM09";"       ."
"2787";"328105";"1988MM10";"       ."
"2788";"328105";"1988MM11";"       ."
"2789";"328105";"1988MM12";"       ."
"2790";"328105";"1989MM01";"       ."
"2791";"328105";"1989MM02";"       ."
"2792";"328105";"1989MM03";"       ."
"2793";"328105";"1989MM04";"       ."
"2794";"328105";"1989MM05";"       ."
"2795";"328105";"1989MM06";"       ."
"2796";"328105";"1989MM07";"       ."
"2797";"328105";"1989MM08";"       ."
"2798";"328105";"1989MM09";"       ."
"2799";"328105";"1989MM10";"       ."
"2800";"328105";"1989MM11";"       ."
"2801";"328105";"1989MM12";"       ."
"2802";"328105";"1990MM01";"       ."
"2803";"328105";"1990MM02";"       ."
"2804";"328105";"1990MM03";"       ."
"2805";"328105";"1990MM04";"       ."
"2806";"328105";"1990MM05";"       ."
"2807";"328105";"1990MM06";"       ."
"2808";"328105";"1990MM07";"       ."
"2809";"328105";"1990MM08";"       ."
"2810";"328105";"1990MM09";"       ."
"2811";"328105";"1990MM10";"       ."
"2812";"328105";"1990MM11";"       ."
"2813";"328105";"1990MM12";"       ."
"2814";"328105";"1991MM01";"       ."
"2815";"328105";"1991MM02";"       ."
"2816";"328105";"1991MM03";"       ."
"2817";"328105";"1991MM04";"       ."
"2818";"328105";"1991MM05";"       ."
"2819";"328105";"1991MM06";"       ."
"2820";"328105";"1991MM07";"       ."
"2821";"328105";"1991MM08";"       ."
"2822";"328105";"1991MM09";"       ."
"2823";"328105";"1991MM10";"       ."
"2824";"328105";"1991MM11";"       ."
"2825";"328105";"1991MM12";"       ."
"2826";"328105";"1992MM01";"       ."
"2827";"328105";"1992MM02";"       ."
"2828";"328105";"1992MM03";"       ."
"2829";"328105";"1992MM04";"       ."
"2830";"328105";"1992MM05";"       ."
"2831";"328105";"1992MM06";"       ."
"2832";"328105";"1992MM07";"       ."
"2833";"328105";"1992MM08";"       ."
"2834";"328105";"1992MM09";"       ."
"2835";"328105";"1992MM10";"       ."
"2836";"328105";"1992MM11";"       ."
"2837";"328105";"1992MM12";"       ."
"2838";"328105";"1993MM01";"       ."
"2839";"328105";"1993MM02";"       ."
"2840";"328105";"1993MM03";"       ."
"2841";"328105";"1993MM04";"       ."
"2842";"328105";"1993MM05";"       ."
"2843";"328105";"1993MM06";"       ."
"2844";"328105";"1993MM07";"       ."
"2845";"328105";"1993MM08";"       ."
"2846";"328105";"1993MM09";"       ."
"2847";"328105";"1993MM10";"       ."
"2848";"328105";"1993MM11";"       ."
"2849";"328105";"1993MM12";"       ."
"2850";"328105";"1994MM01";"    -3.6"
"2851";"328105";"1994MM02";"     2.8"
"2852";"328105";"1994MM03";"    -6.3"
"2853";"328105";"1994MM04";"    -1.8"
"2854";"328105";"1994MM05";"    -3.4"
"2855";"328105";"1994MM06";"    -0.6"
"2856";"328105";"1994MM07";"     4.1"
"2857";"328105";"1994MM08";"     0.8"
"2858";"328105";"1994MM09";"     1.5"
"2859";"328105";"1994MM10";"     3.6"
"2860";"328105";"1994MM11";"     0.4"
"2861";"328105";"1994MM12";"     1.0"
"2862";"328105";"1995MM01";"    12.2"
"2863";"328105";"1995MM02";"    12.2"
"2864";"328105";"1995MM03";"    11.8"
"2865";"328105";"1995MM04";"    10.5"
"2866";"328105";"1995MM05";"     7.4"
"2867";"328105";"1995MM06";"     4.0"
"2868";"328105";"1995MM07";"     6.9"
"2869";"328105";"1995MM08";"     1.4"
"2870";"328105";"1995MM09";"    -0.1"
"2871";"328105";"1995MM10";"    -0.7"
"2872";"328105";"1995MM11";"     3.6"
"2873";"328105";"1995MM12";"     6.3"
"2874";"328105";"1996MM01";"    -0.2"
"2875";"328105";"1996MM02";"     1.8"
"2876";"328105";"1996MM03";"     1.7"
"2877";"328105";"1996MM04";"    -1.4"
"2878";"328105";"1996MM05";"    -1.5"
"2879";"328105";"1996MM06";"    -1.4"
"2880";"328105";"1996MM07";"    -1.4"
"2881";"328105";"1996MM08";"     5.1"
"2882";"328105";"1996MM09";"     1.0"
"2883";"328105";"1996MM10";"     0.3"
"2884";"328105";"1996MM11";"     2.1"
"2885";"328105";"1996MM12";"     1.2"
"2886";"328105";"1997MM01";"     5.2"
"2887";"328105";"1997MM02";"     1.9"
"2888";"328105";"1997MM03";"     5.0"
"2889";"328105";"1997MM04";"    11.4"
"2890";"328105";"1997MM05";"    16.6"
"2891";"328105";"1997MM06";"    12.7"
"2892";"328105";"1997MM07";"    14.5"
"2893";"328105";"1997MM08";"    11.7"
"2894";"328105";"1997MM09";"    13.3"
"2895";"328105";"1997MM10";"    13.7"
"2896";"328105";"1997MM11";"    13.6"
"2897";"328105";"1997MM12";"    15.0"
"2898";"328105";"1998MM01";"     5.7"
"2899";"328105";"1998MM02";"    14.1"
"2900";"328105";"1998MM03";"    13.8"
"2901";"328105";"1998MM04";"    12.3"
"2902";"328105";"1998MM05";"    11.5"
"2903";"328105";"1998MM06";"    10.3"
"2904";"328105";"1998MM07";"     9.4"
"2905";"328105";"1998MM08";"    10.1"
"2906";"328105";"1998MM09";"    12.9"
"2907";"328105";"1998MM10";"     8.9"
"2908";"328105";"1998MM11";"     7.6"
"2909";"328105";"1998MM12";"     7.2"
"2910";"328105";"1999MM01";"     5.1"
"2911";"328105";"1999MM02";"     7.2"
"2912";"328105";"1999MM03";"     5.6"
"2913";"328105";"1999MM04";"     2.8"
"2914";"328105";"1999MM05";"     4.6"
"2915";"328105";"1999MM06";"     5.2"
"2916";"328105";"1999MM07";"     2.2"
"2917";"328105";"1999MM08";"     3.8"
"2918";"328105";"1999MM09";"     2.0"
"2919";"328105";"1999MM10";"    10.2"
"2920";"328105";"1999MM11";"    10.8"
"2921";"328105";"1999MM12";"     5.8"
"2922";"328105";"2000MM01";"     8.4"
"2923";"328105";"2000MM02";"     9.8"
"2924";"328105";"2000MM03";"    12.7"
"2925";"328105";"2000MM04";"    13.6"
"2926";"328105";"2000MM05";"    10.1"
"2927";"328105";"2000MM06";"     5.3"
"2928";"328105";"2000MM07";"    11.8"
"2929";"328105";"2000MM08";"     6.5"
"2930";"328105";"2000MM09";"     6.4"
"2931";"328105";"2000MM10";"     4.8"
"2932";"328105";"2000MM11";"     9.2"
"2933";"328105";"2000MM12";"     5.6"
"2934";"328105";"2001MM01";"     8.0"
"2935";"328105";"2001MM02";"     7.7"
"2936";"328105";"2001MM03";"     5.1"
"2937";"328105";"2001MM04";"     4.0"
"2938";"328105";"2001MM05";"     1.6"
"2939";"328105";"2001MM06";"     1.9"
"2940";"328105";"2001MM07";"    -0.5"
"2941";"328105";"2001MM08";"     3.5"
"2942";"328105";"2001MM09";"     0.8"
"2943";"328105";"2001MM10";"    -3.7"
"2944";"328105";"2001MM11";"    -3.4"
"2945";"328105";"2001MM12";"    -4.0"
"2946";"328105";"2002MM01";"    -5.0"
"2947";"328105";"2002MM02";"     1.0"
"2948";"328105";"2002MM03";"     0.1"
"2949";"328105";"2002MM04";"     0.7"
"2950";"328105";"2002MM05";"     0.0"
"2951";"328105";"2002MM06";"     2.7"
"2952";"328105";"2002MM07";"    -2.5"
"2953";"328105";"2002MM08";"     1.8"
"2954";"328105";"2002MM09";"    -1.4"
"2955";"328105";"2002MM10";"    -2.9"
"2956";"328105";"2002MM11";"    -1.6"
"2957";"328105";"2002MM12";"     0.1"
"2958";"328105";"2003MM01";"    -5.5"
"2959";"328105";"2003MM02";"    -6.9"
"2960";"328105";"2003MM03";"    -6.1"
"2961";"328105";"2003MM04";"    -8.9"
"2962";"328105";"2003MM05";"    -6.7"
"2963";"328105";"2003MM06";"    -8.3"
"2964";"328105";"2003MM07";"    -8.7"
"2965";"328105";"2003MM08";"    -2.2"
"2966";"328105";"2003MM09";"    -6.3"
"2967";"328105";"2003MM10";"    -1.4"
"2968";"328105";"2003MM11";"     0.0"
"2969";"328105";"2003MM12";"     4.6"
"2970";"328105";"2004MM01";"     4.2"
"2971";"328105";"2004MM02";"     0.5"
"2972";"328105";"2004MM03";"     3.9"
"2973";"328105";"2004MM04";"     7.9"
"2974";"328105";"2004MM05";"     7.0"
"2975";"328105";"2004MM06";"     7.0"
"2976";"328105";"2004MM07";"     5.8"
"2977";"328105";"2004MM08";"     6.8"
"2978";"328105";"2004MM09";"     6.8"
"2979";"328105";"2004MM10";"     4.9"
"2980";"328105";"2004MM11";"    -0.1"
"2981";"328105";"2004MM12";"    -0.4"
"2982";"328105";"2005MM01";"     3.7"
"2983";"328105";"2005MM02";"     0.9"
"2984";"328105";"2005MM03";"     0.1"
"2985";"328105";"2005MM04";"    -4.3"
"2986";"328105";"2005MM05";"    -0.2"
"2987";"328105";"2005MM06";"    -2.1"
"2988";"328105";"2005MM07";"    -5.2"
"2989";"328105";"2005MM08";"     1.2"
"2990";"328105";"2005MM09";"     2.3"
"2991";"328105";"2005MM10";"     5.1"
"2992";"328105";"2005MM11";"     5.2"
"2993";"328105";"2005MM12";"     7.9"
"2994";"328105";"2006MM01";"    11.8"
"2995";"328105";"2006MM02";"     7.9"
"2996";"328105";"2006MM03";"    11.0"
"2997";"328105";"2006MM04";"    14.3"
"2998";"328105";"2006MM05";"     9.9"
"2999";"328105";"2006MM06";"    13.8"
"3000";"328105";"2006MM07";"    10.3"
"3001";"328105";"2006MM08";"    17.1"
"3002";"328105";"2006MM09";"    18.5"
"3003";"328105";"2006MM10";"    15.8"
"3004";"328105";"2006MM11";"    10.7"
"3005";"328105";"2006MM12";"    14.1"
"3006";"328105";"2007MM01";"    10.5"
"3007";"328105";"2007MM02";"    15.4"
"3008";"328105";"2007MM03";"    13.4"
"3009";"328105";"2007MM04";"    10.3"
"3010";"328105";"2007MM05";"    10.0"
"3011";"328105";"2007MM06";"     8.3"
"3012";"328105";"2007MM07";"    10.8"
"3013";"328105";"2007MM08";"     9.5"
"3014";"328105";"2007MM09";"     8.8"
"3015";"328105";"2007MM10";"    10.4"
"3016";"328105";"2007MM11";"    13.8"
"3017";"328105";"2007MM12";"    12.6"
"3018";"328105";"2008MM01";"    11.7"
"3019";"328105";"2008MM02";"    14.8"
"3020";"328105";"2008MM03";"    12.4"
"3021";"328105";"2008MM04";"     9.4"
"3022";"328105";"2008MM05";"     7.8"
"3023";"328105";"2008MM06";"     9.7"
"3024";"328105";"2008MM07";"    11.0"
"3025";"328105";"2008MM08";"     7.4"
"3026";"328105";"2008MM09";"     2.5"
"3027";"328105";"2008MM10";"     1.4"
"3028";"328105";"2008MM11";"    -6.5"
"3029";"328105";"2008MM12";"   -19.7"
"3030";"328105";"2009MM01";"   -19.0"
"3031";"328105";"2009MM02";"   -24.7"
"3032";"328105";"2009MM03";"   -21.5"
"3033";"328105";"2009MM04";"   -22.1"
"3034";"328105";"2009MM05";"   -23.0"
"3035";"328105";"2009MM06";"   -22.4"
"3036";"328105";"2009MM07";"   -16.5"
"3037";"328105";"2009MM08";"    -9.6"
"3038";"328105";"2009MM09";"    -8.5"
"3039";"328105";"2009MM10";"   -10.3"
"3040";"328105";"2009MM11";"   -10.3"
"3041";"328105";"2009MM12";"    -6.3"
"3042";"328105";"2010MM01";"    -7.0"
"3043";"328105";"2010MM02";"    -9.0"
"3044";"328105";"2010MM03";"    -3.8"
"3045";"328105";"2010MM04";"    -3.5"
"3046";"328105";"2010MM05";"    -1.2"
"3047";"328105";"2010MM06";"    -1.5"
"3048";"328105";"2010MM07";"    -0.2"
"3049";"328105";"2010MM08";"     1.0"
"3050";"328105";"2010MM09";"    -2.2"
"3051";"328105";"2010MM10";"     1.1"
"3052";"328105";"2010MM11";"    -1.3"
"3053";"328105";"2010MM12";"    -4.2"
"3054";"328105";"2011MM01";"     9.7"
"3055";"328105";"2011MM02";"     5.7"
"3056";"328105";"2011MM03";"     8.2"
"3057";"328105";"2011MM04";"     7.7"
"3058";"328105";"2011MM05";"     1.8"
"3059";"328105";"2011MM06";"    -0.6"
"3060";"328105";"2011MM07";"    -0.8"
"3061";"328105";"2011MM08";"    -6.4"
"3062";"328105";"2011MM09";"    -1.4"
"3063";"328105";"2011MM10";"    -1.3"
"3064";"328105";"2011MM11";"    -2.0"
"3065";"328105";"2011MM12";"     3.2"
"3066";"328105";"2012MM01";"    -0.2"
"3067";"328105";"2012MM02";"    -1.8"
"3068";"328105";"2012MM03";"     2.2"
"3069";"328105";"2012MM04";"    -5.7"
"3070";"328105";"2012MM05";"    -7.4"
"3071";"328105";"2012MM06";"    -5.4"
"3072";"328105";"2012MM07";"    -8.7"
"3073";"328105";"2012MM08";"   -12.8"
"3074";"328105";"2012MM09";"   -12.2"
"3075";"328105";"2012MM10";"   -13.8"
"3076";"328105";"2012MM11";"   -14.5"
"3077";"328105";"2012MM12";"   -14.1"
"3078";"328105";"2013MM01";"   -12.0"
"3079";"328105";"2013MM02";"   -10.7"
"3080";"328105";"2013MM03";"    -7.6"
"3081";"328105";"2013MM04";"    -8.1"
"3082";"328105";"2013MM05";"    -8.4"
"3083";"328105";"2013MM06";"    -6.6"
"3084";"328105";"2013MM07";"   -12.5"
"3085";"328105";"2013MM08";"    -0.6"
"3086";"328105";"2013MM09";"    -2.8"
"3087";"328105";"2013MM10";"     1.0"
"3088";"328105";"2013MM11";"     1.4"
"3089";"328105";"2013MM12";"     0.6"
"3090";"328105";"2014MM01";"    -1.5"
"3091";"328105";"2014MM02";"     0.9"
"3092";"328105";"2014MM03";"     2.3"
"3093";"328105";"2014MM04";"     1.4"
"3094";"328105";"2014MM05";"    -0.9"
"3095";"328105";"2014MM06";"    -2.2"
"3096";"328105";"2014MM07";"    -3.2"
"3097";"328105";"2014MM08";"    -2.9"
"3098";"328105";"2014MM09";"    -5.0"
"3099";"328105";"2014MM10";"    -2.0"
"3100";"328105";"2014MM11";"    -3.4"
"3101";"328105";"2014MM12";"     1.3"
"3102";"328105";"2015MM01";"     2.3"
"3103";"328105";"2015MM02";"     3.2"
"3104";"328105";"2015MM03";"    -0.1"
"3105";"328105";"2015MM04";"     7.3"
"3106";"328105";"2015MM05";"     5.0"
"3107";"328105";"2015MM06";"     3.6"
"3108";"328105";"2015MM07";"    -0.5"
"3109";"328105";"2015MM08";"     1.6"
"3110";"328105";"2015MM09";"     5.1"
"3111";"328105";"2015MM10";"     0.1"
"3112";"328105";"2015MM11";"     6.6"
"3113";"328105";"2015MM12";"    -0.7"
"3114";"328105";"2016MM01";"     4.4"
"3115";"328105";"2016MM02";"     3.8"
"3116";"328105";"2016MM03";"     4.1"
"3117";"328105";"2016MM04";"     6.7"
"3118";"328105";"2016MM05";"     5.7"
"3119";"328105";"2016MM06";"     9.3"
"3120";"328105";"2016MM07";"     9.2"
"3121";"328105";"2016MM08";"     0.9"
"3122";"328105";"2016MM09";"     3.4"
"3123";"328105";"2016MM10";"     4.4"
"3124";"328105";"2016MM11";"     3.2"
"3125";"328105";"2016MM12";"     1.6"
"3126";"328105";"2017MM01";"     6.7"
"3127";"328105";"2017MM02";"     8.1"
"3128";"328105";"2017MM03";"    10.5"
"3129";"328105";"2017MM04";"     9.3"
"3130";"328105";"2017MM05";"     4.3"
"3131";"328105";"2017MM06";"     5.4"
"3132";"328105";"2017MM07";"     5.8"
"3133";"328105";"2017MM08";"     4.8"
"3134";"328105";"2017MM09";"     6.2"
"3135";"328105";"2017MM10";"     7.5"
"3136";"328105";"2017MM11";"     9.6"
"3137";"328105";"2017MM12";"     9.7"
"3138";"328105";"2018MM01";"     8.9"
"3139";"328105";"2018MM02";"     9.0"
"3140";"328105";"2018MM03";"    11.7"
"3141";"328105";"2018MM04";"     6.9"
"3142";"328105";"2018MM05";"     7.4"
"3143";"328105";"2018MM06";"     6.1"
"3144";"328105";"2018MM07";"     5.0"
"3145";"328105";"2018MM08";"     6.3"
"3146";"328105";"2018MM09";"     9.2"
"3147";"328105";"2018MM10";"     6.5"
"3148";"328105";"2018MM11";"     7.9"
"3149";"328105";"2018MM12";"     7.1"
"3150";"328105";"2019MM01";"     0.6"
"3151";"328105";"2019MM02";"     4.9"
"3152";"328105";"2019MM03";"    11.1"
"3153";"328105";"2019MM04";"     9.1"
"3154";"328105";"2019MM05";"     9.2"
"3155";"328105";"2019MM06";"    -1.7"
"3156";"328105";"2019MM07";"     4.4"
"3157";"328105";"2019MM08";"     5.4"
"3158";"328105";"2019MM09";"     0.4"
"3159";"328105";"2019MM10";"     1.2"
"3160";"328105";"2019MM11";"    -0.5"
"3161";"328105";"2019MM12";"     2.0"
"3162";"328105";"2020MM01";"     3.8"
"3163";"328105";"2020MM02";"     4.6"
"3164";"328105";"2020MM03";"     0.7"
"3165";"328105";"2020MM04";"   -32.7"
"3166";"328105";"2020MM05";"   -29.7"
"3167";"328105";"2020MM06";"   -28.8"
"3168";"328105";"2020MM07";"   -20.4"
"3169";"328105";"2020MM08";"    -9.8"
"3170";"328105";"2020MM09";"   -11.3"
"3171";"328105";"2020MM10";"    -9.3"
"3172";"328105";"2020MM11";"    -6.4"
"3173";"328105";"2020MM12";"    -1.3"
"3174";"328105";"2021MM01";"     2.7"
"3175";"328105";"2021MM02";"     2.0"
"3176";"328105";"2021MM03";"    -0.2"
"3177";"328105";"2021MM04";"     5.9"
"3178";"328105";"2021MM05";"     8.9"
"3179";"328105";"2021MM06";"     8.3"
"3180";"328105";"2021MM07";"    10.7"
"3181";"328105";"2021MM08";"     9.9"
"3182";"328105";"2021MM09";"     9.5"
"3183";"328105";"2021MM10";"    12.0"
"3184";"328105";"2021MM11";"    14.4"
"3185";"328105";"2021MM12";"     9.1"
"3186";"328105";"2022MM01";"     8.4"
"3187";"328105";"2022MM02";"     3.8"
"3188";"328105";"2022MM03";"     2.3"
"3189";"328105";"2022MM04";"     6.7"
"3190";"328105";"2022MM05";"     5.6"
"3191";"328105";"2022MM06";"     5.2"
"3192";"328105";"2022MM07";"     5.4"
"3193";"328105";"2022MM08";"    -0.9"
"3194";"328105";"2022MM09";"     2.7"
"3195";"328105";"2022MM10";"     2.5"
"3196";"328105";"2022MM11";"     6.3"
"3197";"328105";"2022MM12";"     3.0"
"3198";"328105";"2023MM01";"     4.5"
"3199";"332905";"1985MM01";"       ."
"3200";"332905";"1985MM02";"       ."
"3201";"332905";"1985MM03";"       ."
"3202";"332905";"1985MM04";"       ."
"3203";"332905";"1985MM05";"       ."
"3204";"332905";"1985MM06";"       ."
"3205";"332905";"1985MM07";"       ."
"3206";"332905";"1985MM08";"       ."
"3207";"332905";"1985MM09";"       ."
"3208";"332905";"1985MM10";"       ."
"3209";"332905";"1985MM11";"       ."
"3210";"332905";"1985MM12";"       ."
"3211";"332905";"1986MM01";"       ."
"3212";"332905";"1986MM02";"       ."
"3213";"332905";"1986MM03";"       ."
"3214";"332905";"1986MM04";"       ."
"3215";"332905";"1986MM05";"       ."
"3216";"332905";"1986MM06";"       ."
"3217";"332905";"1986MM07";"       ."
"3218";"332905";"1986MM08";"       ."
"3219";"332905";"1986MM09";"       ."
"3220";"332905";"1986MM10";"       ."
"3221";"332905";"1986MM11";"       ."
"3222";"332905";"1986MM12";"       ."
"3223";"332905";"1987MM01";"       ."
"3224";"332905";"1987MM02";"       ."
"3225";"332905";"1987MM03";"       ."
"3226";"332905";"1987MM04";"       ."
"3227";"332905";"1987MM05";"       ."
"3228";"332905";"1987MM06";"       ."
"3229";"332905";"1987MM07";"       ."
"3230";"332905";"1987MM08";"       ."
"3231";"332905";"1987MM09";"       ."
"3232";"332905";"1987MM10";"       ."
"3233";"332905";"1987MM11";"       ."
"3234";"332905";"1987MM12";"       ."
"3235";"332905";"1988MM01";"       ."
"3236";"332905";"1988MM02";"       ."
"3237";"332905";"1988MM03";"       ."
"3238";"332905";"1988MM04";"       ."
"3239";"332905";"1988MM05";"       ."
"3240";"332905";"1988MM06";"       ."
"3241";"332905";"1988MM07";"       ."
"3242";"332905";"1988MM08";"       ."
"3243";"332905";"1988MM09";"       ."
"3244";"332905";"1988MM10";"       ."
"3245";"332905";"1988MM11";"       ."
"3246";"332905";"1988MM12";"       ."
"3247";"332905";"1989MM01";"       ."
"3248";"332905";"1989MM02";"       ."
"3249";"332905";"1989MM03";"       ."
"3250";"332905";"1989MM04";"       ."
"3251";"332905";"1989MM05";"       ."
"3252";"332905";"1989MM06";"       ."
"3253";"332905";"1989MM07";"       ."
"3254";"332905";"1989MM08";"       ."
"3255";"332905";"1989MM09";"       ."
"3256";"332905";"1989MM10";"       ."
"3257";"332905";"1989MM11";"       ."
"3258";"332905";"1989MM12";"       ."
"3259";"332905";"1990MM01";"       ."
"3260";"332905";"1990MM02";"       ."
"3261";"332905";"1990MM03";"       ."
"3262";"332905";"1990MM04";"       ."
"3263";"332905";"1990MM05";"       ."
"3264";"332905";"1990MM06";"       ."
"3265";"332905";"1990MM07";"       ."
"3266";"332905";"1990MM08";"       ."
"3267";"332905";"1990MM09";"       ."
"3268";"332905";"1990MM10";"       ."
"3269";"332905";"1990MM11";"       ."
"3270";"332905";"1990MM12";"       ."
"3271";"332905";"1991MM01";"       ."
"3272";"332905";"1991MM02";"       ."
"3273";"332905";"1991MM03";"       ."
"3274";"332905";"1991MM04";"       ."
"3275";"332905";"1991MM05";"       ."
"3276";"332905";"1991MM06";"       ."
"3277";"332905";"1991MM07";"       ."
"3278";"332905";"1991MM08";"       ."
"3279";"332905";"1991MM09";"       ."
"3280";"332905";"1991MM10";"       ."
"3281";"332905";"1991MM11";"       ."
"3282";"332905";"1991MM12";"       ."
"3283";"332905";"1992MM01";"       ."
"3284";"332905";"1992MM02";"       ."
"3285";"332905";"1992MM03";"       ."
"3286";"332905";"1992MM04";"       ."
"3287";"332905";"1992MM05";"       ."
"3288";"332905";"1992MM06";"       ."
"3289";"332905";"1992MM07";"       ."
"3290";"332905";"1992MM08";"       ."
"3291";"332905";"1992MM09";"       ."
"3292";"332905";"1992MM10";"       ."
"3293";"332905";"1992MM11";"       ."
"3294";"332905";"1992MM12";"       ."
"3295";"332905";"1993MM01";"       ."
"3296";"332905";"1993MM02";"       ."
"3297";"332905";"1993MM03";"       ."
"3298";"332905";"1993MM04";"       ."
"3299";"332905";"1993MM05";"       ."
"3300";"332905";"1993MM06";"       ."
"3301";"332905";"1993MM07";"       ."
"3302";"332905";"1993MM08";"       ."
"3303";"332905";"1993MM09";"       ."
"3304";"332905";"1993MM10";"       ."
"3305";"332905";"1993MM11";"       ."
"3306";"332905";"1993MM12";"       ."
"3307";"332905";"1994MM01";"    -8.2"
"3308";"332905";"1994MM02";"    -8.5"
"3309";"332905";"1994MM03";"    -4.3"
"3310";"332905";"1994MM04";"    -5.2"
"3311";"332905";"1994MM05";"    -2.7"
"3312";"332905";"1994MM06";"    -0.1"
"3313";"332905";"1994MM07";"    -0.3"
"3314";"332905";"1994MM08";"     0.3"
"3315";"332905";"1994MM09";"    -1.1"
"3316";"332905";"1994MM10";"     1.8"
"3317";"332905";"1994MM11";"     3.2"
"3318";"332905";"1994MM12";"     2.4"
"3319";"332905";"1995MM01";"     1.3"
"3320";"332905";"1995MM02";"     2.0"
"3321";"332905";"1995MM03";"     1.7"
"3322";"332905";"1995MM04";"     3.4"
"3323";"332905";"1995MM05";"     0.6"
"3324";"332905";"1995MM06";"     0.5"
"3325";"332905";"1995MM07";"     0.4"
"3326";"332905";"1995MM08";"     1.7"
"3327";"332905";"1995MM09";"     0.3"
"3328";"332905";"1995MM10";"     4.4"
"3329";"332905";"1995MM11";"     4.4"
"3330";"332905";"1995MM12";"     3.9"
"3331";"332905";"1996MM01";"     4.4"
"3332";"332905";"1996MM02";"    -0.3"
"3333";"332905";"1996MM03";"     1.4"
"3334";"332905";"1996MM04";"     0.8"
"3335";"332905";"1996MM05";"     2.1"
"3336";"332905";"1996MM06";"     1.1"
"3337";"332905";"1996MM07";"    -0.3"
"3338";"332905";"1996MM08";"     1.2"
"3339";"332905";"1996MM09";"     0.7"
"3340";"332905";"1996MM10";"     2.8"
"3341";"332905";"1996MM11";"     4.1"
"3342";"332905";"1996MM12";"     4.1"
"3343";"332905";"1997MM01";"     4.2"
"3344";"332905";"1997MM02";"     4.4"
"3345";"332905";"1997MM03";"     6.4"
"3346";"332905";"1997MM04";"     2.4"
"3347";"332905";"1997MM05";"     4.3"
"3348";"332905";"1997MM06";"     6.7"
"3349";"332905";"1997MM07";"     8.7"
"3350";"332905";"1997MM08";"     9.1"
"3351";"332905";"1997MM09";"     8.8"
"3352";"332905";"1997MM10";"     8.9"
"3353";"332905";"1997MM11";"     7.9"
"3354";"332905";"1997MM12";"     5.7"
"3355";"332905";"1998MM01";"     6.6"
"3356";"332905";"1998MM02";"     5.6"
"3357";"332905";"1998MM03";"     3.8"
"3358";"332905";"1998MM04";"     6.4"
"3359";"332905";"1998MM05";"     3.4"
"3360";"332905";"1998MM06";"     5.6"
"3361";"332905";"1998MM07";"     4.5"
"3362";"332905";"1998MM08";"     3.7"
"3363";"332905";"1998MM09";"     4.6"
"3364";"332905";"1998MM10";"    -3.1"
"3365";"332905";"1998MM11";"    -3.3"
"3366";"332905";"1998MM12";"    -3.3"
"3367";"332905";"1999MM01";"    -2.2"
"3368";"332905";"1999MM02";"    -1.2"
"3369";"332905";"1999MM03";"    -0.4"
"3370";"332905";"1999MM04";"     0.1"
"3371";"332905";"1999MM05";"    -0.7"
"3372";"332905";"1999MM06";"    -1.5"
"3373";"332905";"1999MM07";"     0.6"
"3374";"332905";"1999MM08";"    -1.7"
"3375";"332905";"1999MM09";"    -0.1"
"3376";"332905";"1999MM10";"     2.9"
"3377";"332905";"1999MM11";"     3.0"
"3378";"332905";"1999MM12";"     3.2"
"3379";"332905";"2000MM01";"     6.7"
"3380";"332905";"2000MM02";"     4.4"
"3381";"332905";"2000MM03";"     8.5"
"3382";"332905";"2000MM04";"     9.0"
"3383";"332905";"2000MM05";"    10.1"
"3384";"332905";"2000MM06";"     9.5"
"3385";"332905";"2000MM07";"    14.5"
"3386";"332905";"2000MM08";"     9.6"
"3387";"332905";"2000MM09";"    10.3"
"3388";"332905";"2000MM10";"    12.2"
"3389";"332905";"2000MM11";"    10.3"
"3390";"332905";"2000MM12";"    13.5"
"3391";"332905";"2001MM01";"     6.6"
"3392";"332905";"2001MM02";"     5.1"
"3393";"332905";"2001MM03";"     3.7"
"3394";"332905";"2001MM04";"    -0.9"
"3395";"332905";"2001MM05";"    -0.6"
"3396";"332905";"2001MM06";"    -2.9"
"3397";"332905";"2001MM07";"    -7.2"
"3398";"332905";"2001MM08";"    -6.6"
"3399";"332905";"2001MM09";"    -9.3"
"3400";"332905";"2001MM10";"   -13.2"
"3401";"332905";"2001MM11";"   -12.0"
"3402";"332905";"2001MM12";"   -10.1"
"3403";"332905";"2002MM01";"   -10.7"
"3404";"332905";"2002MM02";"    -4.7"
"3405";"332905";"2002MM03";"    -8.5"
"3406";"332905";"2002MM04";"    -7.3"
"3407";"332905";"2002MM05";"    -3.4"
"3408";"332905";"2002MM06";"    -3.5"
"3409";"332905";"2002MM07";"    -1.1"
"3410";"332905";"2002MM08";"     0.1"
"3411";"332905";"2002MM09";"    -4.1"
"3412";"332905";"2002MM10";"    -5.8"
"3413";"332905";"2002MM11";"    -4.4"
"3414";"332905";"2002MM12";"    -4.5"
"3415";"332905";"2003MM01";"    -5.5"
"3416";"332905";"2003MM02";"    -5.8"
"3417";"332905";"2003MM03";"    -9.6"
"3418";"332905";"2003MM04";"    -9.5"
"3419";"332905";"2003MM05";"    -9.8"
"3420";"332905";"2003MM06";"    -9.7"
"3421";"332905";"2003MM07";"    -9.1"
"3422";"332905";"2003MM08";"    -9.8"
"3423";"332905";"2003MM09";"    -6.9"
"3424";"332905";"2003MM10";"    -7.8"
"3425";"332905";"2003MM11";"    -6.3"
"3426";"332905";"2003MM12";"    -1.4"
