"ID";"BedrijfstakkenBranchesSBI2008";"Perioden";"Producentenvertrouwen_1"
"1507";"315805";"1996MM05";"     7.0"
"1508";"315805";"1996MM06";"     6.3"
"1509";"315805";"1996MM07";"     8.1"
"1510";"315805";"1996MM08";"     6.0"
"1511";"315805";"1996MM09";"     7.6"
"1512";"315805";"1996MM10";"     3.7"
"1513";"315805";"1996MM11";"     5.1"
"1514";"315805";"1996MM12";"     0.0"
"1515";"315805";"1997MM01";"     3.5"
"1516";"315805";"1997MM02";"    13.0"
"1517";"315805";"1997MM03";"    10.0"
"1518";"315805";"1997MM04";"    11.2"
"1519";"315805";"1997MM05";"     8.3"
"1520";"315805";"1997MM06";"    10.5"
"1521";"315805";"1997MM07";"    13.8"
"1522";"315805";"1997MM08";"    12.4"
"1523";"315805";"1997MM09";"    10.3"
"1524";"315805";"1997MM10";"    12.1"
"1525";"315805";"1997MM11";"    11.4"
"1526";"315805";"1997MM12";"    14.5"
"1527";"315805";"1998MM01";"    16.2"
"1528";"315805";"1998MM02";"    19.1"
"1529";"315805";"1998MM03";"    12.6"
"1530";"315805";"1998MM04";"    14.2"
"1531";"315805";"1998MM05";"    11.9"
"1532";"315805";"1998MM06";"     8.0"
"1533";"315805";"1998MM07";"    10.7"
"1534";"315805";"1998MM08";"     9.8"
"1535";"315805";"1998MM09";"    14.3"
"1536";"315805";"1998MM10";"     8.0"
"1537";"315805";"1998MM11";"     2.9"
"1538";"315805";"1998MM12";"     4.6"
"1539";"315805";"1999MM01";"     7.9"
"1540";"315805";"1999MM02";"     9.9"
"1541";"315805";"1999MM03";"     5.5"
"1542";"315805";"1999MM04";"     8.0"
"1543";"315805";"1999MM05";"     8.6"
"1544";"315805";"1999MM06";"     8.5"
"1545";"315805";"1999MM07";"     8.9"
"1546";"315805";"1999MM08";"     9.7"
"1547";"315805";"1999MM09";"    11.6"
"1548";"315805";"1999MM10";"    17.6"
"1549";"315805";"1999MM11";"    15.2"
"1550";"315805";"1999MM12";"    15.2"
"1551";"315805";"2000MM01";"    15.3"
"1552";"315805";"2000MM02";"    15.1"
"1553";"315805";"2000MM03";"    11.9"
"1554";"315805";"2000MM04";"    14.3"
"1555";"315805";"2000MM05";"    16.0"
"1556";"315805";"2000MM06";"    16.4"
"1557";"315805";"2000MM07";"    11.3"
"1558";"315805";"2000MM08";"    17.8"
"1559";"315805";"2000MM09";"    18.6"
"1560";"315805";"2000MM10";"    19.2"
"1561";"315805";"2000MM11";"    16.0"
"1562";"315805";"2000MM12";"    14.1"
"1563";"315805";"2001MM01";"    13.9"
"1564";"315805";"2001MM02";"    10.8"
"1565";"315805";"2001MM03";"     7.7"
"1566";"315805";"2001MM04";"     6.6"
"1567";"315805";"2001MM05";"     4.6"
"1568";"315805";"2001MM06";"     4.8"
"1569";"315805";"2001MM07";"     0.6"
"1570";"315805";"2001MM08";"     1.5"
"1571";"315805";"2001MM09";"    -4.7"
"1572";"315805";"2001MM10";"    -2.9"
"1573";"315805";"2001MM11";"    -2.9"
"1574";"315805";"2001MM12";"    -0.2"
"1575";"315805";"2002MM01";"    -1.0"
"1576";"315805";"2002MM02";"     1.0"
"1577";"315805";"2002MM03";"     3.6"
"1578";"315805";"2002MM04";"     2.9"
"1579";"315805";"2002MM05";"     3.0"
"1580";"315805";"2002MM06";"     0.1"
"1581";"315805";"2002MM07";"    -1.9"
"1582";"315805";"2002MM08";"     2.2"
"1583";"315805";"2002MM09";"     2.2"
"1584";"315805";"2002MM10";"    -4.3"
"1585";"315805";"2002MM11";"     4.9"
"1586";"315805";"2002MM12";"     1.0"
"1587";"315805";"2003MM01";"    -2.5"
"1588";"315805";"2003MM02";"    -4.0"
"1589";"315805";"2003MM03";"    -4.8"
"1590";"315805";"2003MM04";"    -1.5"
"1591";"315805";"2003MM05";"    -4.3"
"1592";"315805";"2003MM06";"    -6.0"
"1593";"315805";"2003MM07";"     2.4"
"1594";"315805";"2003MM08";"    -3.5"
"1595";"315805";"2003MM09";"     0.2"
"1596";"315805";"2003MM10";"    -2.9"
"1597";"315805";"2003MM11";"    -1.6"
"1598";"315805";"2003MM12";"     2.5"
"1599";"315805";"2004MM01";"     1.3"
"1600";"315805";"2004MM02";"    -3.5"
"1601";"315805";"2004MM03";"    -3.4"
"1602";"315805";"2004MM04";"    -9.9"
"1603";"315805";"2004MM05";"    -9.6"
"1604";"315805";"2004MM06";"    -4.4"
"1605";"315805";"2004MM07";"    -2.1"
"1606";"315805";"2004MM08";"    -3.6"
"1607";"315805";"2004MM09";"    -6.5"
"1608";"315805";"2004MM10";"    -3.6"
"1609";"315805";"2004MM11";"    -1.0"
"1610";"315805";"2004MM12";"    -4.3"
"1611";"315805";"2005MM01";"    -5.6"
"1612";"315805";"2005MM02";"     2.3"
"1613";"315805";"2005MM03";"     8.0"
"1614";"315805";"2005MM04";"     4.6"
"1615";"315805";"2005MM05";"     4.9"
"1616";"315805";"2005MM06";"    -1.8"
"1617";"315805";"2005MM07";"    -5.3"
"1618";"315805";"2005MM08";"    -1.0"
"1619";"315805";"2005MM09";"     6.9"
"1620";"315805";"2005MM10";"     7.7"
"1621";"315805";"2005MM11";"    17.2"
"1622";"315805";"2005MM12";"     6.0"
"1623";"315805";"2006MM01";"     8.5"
"1624";"315805";"2006MM02";"     8.3"
"1625";"315805";"2006MM03";"    11.0"
"1626";"315805";"2006MM04";"    15.1"
"1627";"315805";"2006MM05";"     9.7"
"1628";"315805";"2006MM06";"    16.4"
"1629";"315805";"2006MM07";"    15.7"
"1630";"315805";"2006MM08";"    12.8"
"1631";"315805";"2006MM09";"    13.9"
"1632";"315805";"2006MM10";"    17.6"
"1633";"315805";"2006MM11";"    14.4"
"1634";"315805";"2006MM12";"    13.0"
"1635";"315805";"2007MM01";"    15.7"
"1636";"315805";"2007MM02";"    19.0"
"1637";"315805";"2007MM03";"    15.6"
"1638";"315805";"2007MM04";"    13.9"
"1639";"315805";"2007MM05";"    17.3"
"1640";"315805";"2007MM06";"    12.4"
"1641";"315805";"2007MM07";"    16.8"
"1642";"315805";"2007MM08";"    22.8"
"1643";"315805";"2007MM09";"    19.6"
"1644";"315805";"2007MM10";"    17.9"
"1645";"315805";"2007MM11";"    19.1"
"1646";"315805";"2007MM12";"    25.5"
"1647";"315805";"2008MM01";"    17.0"
"1648";"315805";"2008MM02";"    16.3"
"1649";"315805";"2008MM03";"    12.9"
"1650";"315805";"2008MM04";"    11.3"
"1651";"315805";"2008MM05";"    12.9"
"1652";"315805";"2008MM06";"     9.0"
"1653";"315805";"2008MM07";"     3.5"
"1654";"315805";"2008MM08";"     9.2"
"1655";"315805";"2008MM09";"    -4.4"
"1656";"315805";"2008MM10";"    -8.5"
"1657";"315805";"2008MM11";"    -7.1"
"1658";"315805";"2008MM12";"    -8.4"
"1659";"315805";"2009MM01";"    -9.5"
"1660";"315805";"2009MM02";"   -20.8"
"1661";"315805";"2009MM03";"   -22.0"
"1662";"315805";"2009MM04";"   -20.2"
"1663";"315805";"2009MM05";"   -19.6"
"1664";"315805";"2009MM06";"   -15.4"
"1665";"315805";"2009MM07";"   -14.4"
"1666";"315805";"2009MM08";"   -14.9"
"1667";"315805";"2009MM09";"   -15.4"
"1668";"315805";"2009MM10";"    -9.3"
"1669";"315805";"2009MM11";"    -4.0"
"1670";"315805";"2009MM12";"    -4.6"
"1671";"315805";"2010MM01";"    -8.9"
"1672";"315805";"2010MM02";"    -7.2"
"1673";"315805";"2010MM03";"    -9.5"
"1674";"315805";"2010MM04";"    -4.7"
"1675";"315805";"2010MM05";"    -4.4"
"1676";"315805";"2010MM06";"     2.6"
"1677";"315805";"2010MM07";"    -6.1"
"1678";"315805";"2010MM08";"    -4.4"
"1679";"315805";"2010MM09";"    -1.5"
"1680";"315805";"2010MM10";"     0.7"
"1681";"315805";"2010MM11";"     0.9"
"1682";"315805";"2010MM12";"     4.9"
"1683";"315805";"2011MM01";"     2.2"
"1684";"315805";"2011MM02";"     3.1"
"1685";"315805";"2011MM03";"    -0.4"
"1686";"315805";"2011MM04";"    -3.2"
"1687";"315805";"2011MM05";"    -1.8"
"1688";"315805";"2011MM06";"     1.2"
"1689";"315805";"2011MM07";"     1.5"
"1690";"315805";"2011MM08";"    -1.8"
"1691";"315805";"2011MM09";"     7.2"
"1692";"315805";"2011MM10";"    -1.8"
"1693";"315805";"2011MM11";"   -11.9"
"1694";"315805";"2011MM12";"    -7.5"
"1695";"315805";"2012MM01";"    -4.7"
"1696";"315805";"2012MM02";"    -9.5"
"1697";"315805";"2012MM03";"    -3.7"
"1698";"315805";"2012MM04";"    -6.1"
"1699";"315805";"2012MM05";"   -12.0"
"1700";"315805";"2012MM06";"    -7.8"
"1701";"315805";"2012MM07";"   -15.8"
"1702";"315805";"2012MM08";"    -2.6"
"1703";"315805";"2012MM09";"    -9.6"
"1704";"315805";"2012MM10";"   -13.4"
"1705";"315805";"2012MM11";"    -9.1"
"1706";"315805";"2012MM12";"   -14.5"
"1707";"315805";"2013MM01";"   -13.3"
"1708";"315805";"2013MM02";"    -7.1"
"1709";"315805";"2013MM03";"    -8.0"
"1710";"315805";"2013MM04";"    -5.7"
"1711";"315805";"2013MM05";"    -6.2"
"1712";"315805";"2013MM06";"    -5.7"
"1713";"315805";"2013MM07";"    -5.2"
"1714";"315805";"2013MM08";"    -1.6"
"1715";"315805";"2013MM09";"    -1.9"
"1716";"315805";"2013MM10";"    -3.7"
"1717";"315805";"2013MM11";"    -7.3"
"1718";"315805";"2013MM12";"    -5.7"
"1719";"315805";"2014MM01";"    -6.0"
"1720";"315805";"2014MM02";"    -2.2"
"1721";"315805";"2014MM03";"     5.4"
"1722";"315805";"2014MM04";"     4.0"
"1723";"315805";"2014MM05";"     6.8"
"1724";"315805";"2014MM06";"    -0.2"
"1725";"315805";"2014MM07";"     6.4"
"1726";"315805";"2014MM08";"     4.6"
"1727";"315805";"2014MM09";"     7.4"
"1728";"315805";"2014MM10";"     5.4"
"1729";"315805";"2014MM11";"     2.5"
"1730";"315805";"2014MM12";"     2.5"
"1731";"315805";"2015MM01";"     7.2"
"1732";"315805";"2015MM02";"     5.7"
"1733";"315805";"2015MM03";"     7.4"
"1734";"315805";"2015MM04";"    13.4"
"1735";"315805";"2015MM05";"    15.4"
"1736";"315805";"2015MM06";"     9.3"
"1737";"315805";"2015MM07";"    10.3"
"1738";"315805";"2015MM08";"     4.8"
"1739";"315805";"2015MM09";"    12.8"
"1740";"315805";"2015MM10";"    15.4"
"1741";"315805";"2015MM11";"    12.1"
"1742";"315805";"2015MM12";"     5.1"
"1743";"315805";"2016MM01";"    13.0"
"1744";"315805";"2016MM02";"    14.4"
"1745";"315805";"2016MM03";"    12.9"
"1746";"315805";"2016MM04";"    12.1"
"1747";"315805";"2016MM05";"    15.8"
"1748";"315805";"2016MM06";"    16.1"
"1749";"315805";"2016MM07";"    12.7"
"1750";"315805";"2016MM08";"     2.7"
"1751";"315805";"2016MM09";"     5.3"
"1752";"315805";"2016MM10";"    11.3"
"1753";"315805";"2016MM11";"    15.5"
"1754";"315805";"2016MM12";"    13.1"
"1755";"315805";"2017MM01";"    15.4"
"1756";"315805";"2017MM02";"    15.5"
"1757";"315805";"2017MM03";"    14.3"
"1758";"315805";"2017MM04";"    17.3"
"1759";"315805";"2017MM05";"    12.3"
"1760";"315805";"2017MM06";"    10.8"
"1761";"315805";"2017MM07";"    15.8"
"1762";"315805";"2017MM08";"    11.9"
"1763";"315805";"2017MM09";"    15.8"
"1764";"315805";"2017MM10";"    17.9"
"1765";"315805";"2017MM11";"    19.4"
"1766";"315805";"2017MM12";"    23.0"
"1767";"315805";"2018MM01";"    18.5"
"1768";"315805";"2018MM02";"    17.5"
"1769";"315805";"2018MM03";"    20.7"
"1770";"315805";"2018MM04";"    24.0"
"1771";"315805";"2018MM05";"    22.8"
"1772";"315805";"2018MM06";"    21.8"
"1773";"315805";"2018MM07";"    21.1"
"1774";"315805";"2018MM08";"    16.1"
"1775";"315805";"2018MM09";"    13.4"
"1776";"315805";"2018MM10";"    16.2"
"1777";"315805";"2018MM11";"    20.2"
"1778";"315805";"2018MM12";"    20.2"
"1779";"315805";"2019MM01";"    21.6"
"1780";"315805";"2019MM02";"    17.1"
"1781";"315805";"2019MM03";"    11.6"
"1782";"315805";"2019MM04";"    10.7"
"1783";"315805";"2019MM05";"    12.0"
"1784";"315805";"2019MM06";"     9.1"
"1785";"315805";"2019MM07";"     7.4"
"1786";"315805";"2019MM08";"    10.3"
"1787";"315805";"2019MM09";"    15.3"
"1788";"315805";"2019MM10";"    14.4"
"1789";"315805";"2019MM11";"     9.2"
"1790";"315805";"2019MM12";"    14.2"
"1791";"315805";"2020MM01";"     2.1"
"1792";"315805";"2020MM02";"     6.8"
"1793";"315805";"2020MM03";"     1.5"
"1794";"315805";"2020MM04";"   -25.2"
"1795";"315805";"2020MM05";"   -21.0"
"1796";"315805";"2020MM06";"    -1.3"
"1797";"315805";"2020MM07";"     5.5"
"1798";"315805";"2020MM08";"    10.1"
"1799";"315805";"2020MM09";"    12.3"
"1800";"315805";"2020MM10";"     6.1"
"1801";"315805";"2020MM11";"     2.9"
"1802";"315805";"2020MM12";"    11.2"
"1803";"315805";"2021MM01";"     9.1"
"1804";"315805";"2021MM02";"     4.9"
"1805";"315805";"2021MM03";"    14.5"
"1806";"315805";"2021MM04";"    20.5"
"1807";"315805";"2021MM05";"    17.4"
"1808";"315805";"2021MM06";"    22.7"
"1809";"315805";"2021MM07";"    18.8"
"1810";"315805";"2021MM08";"    19.7"
"1811";"315805";"2021MM09";"    23.0"
"1812";"315805";"2021MM10";"    22.8"
"1813";"315805";"2021MM11";"    18.0"
"1814";"315805";"2021MM12";"    16.4"
"1815";"315805";"2022MM01";"    20.0"
"1816";"315805";"2022MM02";"    22.4"
"1817";"315805";"2022MM03";"    19.1"
"1818";"315805";"2022MM04";"    16.9"
"1819";"315805";"2022MM05";"    14.5"
"1820";"315805";"2022MM06";"    11.4"
"1821";"315805";"2022MM07";"     5.4"
"1822";"315805";"2022MM08";"     2.1"
"1823";"315805";"2022MM09";"    -4.7"
"1824";"315805";"2022MM10";"    -3.8"
"1825";"315805";"2022MM11";"    -2.2"
"1826";"315805";"2022MM12";"    -0.4"
"1827";"315805";"2023MM01";"     5.8"
"1828";"317105";"1985MM01";"       ."
"1829";"317105";"1985MM02";"       ."
"1830";"317105";"1985MM03";"       ."
"1831";"317105";"1985MM04";"       ."
"1832";"317105";"1985MM05";"       ."
"1833";"317105";"1985MM06";"       ."
"1834";"317105";"1985MM07";"       ."
"1835";"317105";"1985MM08";"       ."
"1836";"317105";"1985MM09";"       ."
"1837";"317105";"1985MM10";"       ."
"1838";"317105";"1985MM11";"       ."
"1839";"317105";"1985MM12";"       ."
"1840";"317105";"1986MM01";"       ."
"1841";"317105";"1986MM02";"       ."
"1842";"317105";"1986MM03";"       ."
"1843";"317105";"1986MM04";"       ."
"1844";"317105";"1986MM05";"       ."
"1845";"317105";"1986MM06";"       ."
"1846";"317105";"1986MM07";"       ."
"1847";"317105";"1986MM08";"       ."
"1848";"317105";"1986MM09";"       ."
"1849";"317105";"1986MM10";"       ."
"1850";"317105";"1986MM11";"       ."
"1851";"317105";"1986MM12";"       ."
"1852";"317105";"1987MM01";"       ."
"1853";"317105";"1987MM02";"       ."
"1854";"317105";"1987MM03";"       ."
"1855";"317105";"1987MM04";"       ."
"1856";"317105";"1987MM05";"       ."
"1857";"317105";"1987MM06";"       ."
"1858";"317105";"1987MM07";"       ."
"1859";"317105";"1987MM08";"       ."
"1860";"317105";"1987MM09";"       ."
"1861";"317105";"1987MM10";"       ."
"1862";"317105";"1987MM11";"       ."
"1863";"317105";"1987MM12";"       ."
"1864";"317105";"1988MM01";"       ."
"1865";"317105";"1988MM02";"       ."
"1866";"317105";"1988MM03";"       ."
"1867";"317105";"1988MM04";"       ."
"1868";"317105";"1988MM05";"       ."
"1869";"317105";"1988MM06";"       ."
"1870";"317105";"1988MM07";"       ."
"1871";"317105";"1988MM08";"       ."
"1872";"317105";"1988MM09";"       ."
"1873";"317105";"1988MM10";"       ."
"1874";"317105";"1988MM11";"       ."
"1875";"317105";"1988MM12";"       ."
"1876";"317105";"1989MM01";"       ."
"1877";"317105";"1989MM02";"       ."
"1878";"317105";"1989MM03";"       ."
"1879";"317105";"1989MM04";"       ."
"1880";"317105";"1989MM05";"       ."
"1881";"317105";"1989MM06";"       ."
"1882";"317105";"1989MM07";"       ."
"1883";"317105";"1989MM08";"       ."
"1884";"317105";"1989MM09";"       ."
"1885";"317105";"1989MM10";"       ."
"1886";"317105";"1989MM11";"       ."
"1887";"317105";"1989MM12";"       ."
"1888";"317105";"1990MM01";"       ."
"1889";"317105";"1990MM02";"       ."
"1890";"317105";"1990MM03";"       ."
"1891";"317105";"1990MM04";"       ."
"1892";"317105";"1990MM05";"       ."
"1893";"317105";"1990MM06";"       ."
"1894";"317105";"1990MM07";"       ."
"1895";"317105";"1990MM08";"       ."
"1896";"317105";"1990MM09";"       ."
"1897";"317105";"1990MM10";"       ."
"1898";"317105";"1990MM11";"       ."
"1899";"317105";"1990MM12";"       ."
"1900";"317105";"1991MM01";"       ."
"1901";"317105";"1991MM02";"       ."
"1902";"317105";"1991MM03";"       ."
"1903";"317105";"1991MM04";"       ."
"1904";"317105";"1991MM05";"       ."
"1905";"317105";"1991MM06";"       ."
"1906";"317105";"1991MM07";"       ."
"1907";"317105";"1991MM08";"       ."
"1908";"317105";"1991MM09";"       ."
"1909";"317105";"1991MM10";"       ."
"1910";"317105";"1991MM11";"       ."
"1911";"317105";"1991MM12";"       ."
"1912";"317105";"1992MM01";"       ."
"1913";"317105";"1992MM02";"       ."
"1914";"317105";"1992MM03";"       ."
"1915";"317105";"1992MM04";"       ."
"1916";"317105";"1992MM05";"       ."
"1917";"317105";"1992MM06";"       ."
"1918";"317105";"1992MM07";"       ."
"1919";"317105";"1992MM08";"       ."
"1920";"317105";"1992MM09";"       ."
"1921";"317105";"1992MM10";"       ."
"1922";"317105";"1992MM11";"       ."
"1923";"317105";"1992MM12";"       ."
"1924";"317105";"1993MM01";"       ."
"1925";"317105";"1993MM02";"       ."
"1926";"317105";"1993MM03";"       ."
"1927";"317105";"1993MM04";"       ."
"1928";"317105";"1993MM05";"       ."
"1929";"317105";"1993MM06";"       ."
"1930";"317105";"1993MM07";"       ."
"1931";"317105";"1993MM08";"       ."
"1932";"317105";"1993MM09";"       ."
"1933";"317105";"1993MM10";"       ."
"1934";"317105";"1993MM11";"       ."
"1935";"317105";"1993MM12";"       ."
"1936";"317105";"1994MM01";"    -2.7"
"1937";"317105";"1994MM02";"    -2.2"
"1938";"317105";"1994MM03";"    -0.6"
"1939";"317105";"1994MM04";"     3.1"
"1940";"317105";"1994MM05";"     5.7"
"1941";"317105";"1994MM06";"     9.5"
"1942";"317105";"1994MM07";"     5.6"
"1943";"317105";"1994MM08";"     9.7"
"1944";"317105";"1994MM09";"     9.0"
"1945";"317105";"1994MM10";"     9.3"
"1946";"317105";"1994MM11";"    12.1"
"1947";"317105";"1994MM12";"    14.3"
"1948";"317105";"1995MM01";"    11.6"
"1949";"317105";"1995MM02";"    11.1"
"1950";"317105";"1995MM03";"    12.6"
"1951";"317105";"1995MM04";"    11.4"
"1952";"317105";"1995MM05";"     6.9"
"1953";"317105";"1995MM06";"     7.3"
"1954";"317105";"1995MM07";"     7.2"
"1955";"317105";"1995MM08";"     1.4"
"1956";"317105";"1995MM09";"    -1.3"
"1957";"317105";"1995MM10";"    -9.1"
"1958";"317105";"1995MM11";"   -11.2"
"1959";"317105";"1995MM12";"   -10.2"
"1960";"317105";"1996MM01";"    -9.5"
"1961";"317105";"1996MM02";"   -10.1"
"1962";"317105";"1996MM03";"   -12.8"
"1963";"317105";"1996MM04";"   -13.3"
"1964";"317105";"1996MM05";"   -15.2"
"1965";"317105";"1996MM06";"   -10.0"
"1966";"317105";"1996MM07";"   -11.5"
"1967";"317105";"1996MM08";"    -3.8"
"1968";"317105";"1996MM09";"    -5.6"
"1969";"317105";"1996MM10";"    -1.7"
"1970";"317105";"1996MM11";"     1.6"
"1971";"317105";"1996MM12";"     2.6"
"1972";"317105";"1997MM01";"     1.4"
"1973";"317105";"1997MM02";"     4.0"
"1974";"317105";"1997MM03";"     4.5"
"1975";"317105";"1997MM04";"     2.7"
"1976";"317105";"1997MM05";"     4.1"
"1977";"317105";"1997MM06";"     2.7"
"1978";"317105";"1997MM07";"     2.4"
"1979";"317105";"1997MM08";"     6.3"
"1980";"317105";"1997MM09";"     2.1"
"1981";"317105";"1997MM10";"     8.6"
"1982";"317105";"1997MM11";"     8.6"
"1983";"317105";"1997MM12";"    13.8"
"1984";"317105";"1998MM01";"     8.0"
"1985";"317105";"1998MM02";"     7.6"
"1986";"317105";"1998MM03";"     6.1"
"1987";"317105";"1998MM04";"     8.2"
"1988";"317105";"1998MM05";"     8.3"
"1989";"317105";"1998MM06";"     7.1"
"1990";"317105";"1998MM07";"     5.4"
"1991";"317105";"1998MM08";"     3.8"
"1992";"317105";"1998MM09";"    11.4"
"1993";"317105";"1998MM10";"     8.2"
"1994";"317105";"1998MM11";"     0.0"
"1995";"317105";"1998MM12";"     3.6"
"1996";"317105";"1999MM01";"     2.7"
"1997";"317105";"1999MM02";"     3.9"
"1998";"317105";"1999MM03";"    -5.9"
"1999";"317105";"1999MM04";"     4.7"
"2000";"317105";"1999MM05";"    -2.0"
"2001";"317105";"1999MM06";"    -0.9"
"2002";"317105";"1999MM07";"     0.8"
"2003";"317105";"1999MM08";"     5.8"
"2004";"317105";"1999MM09";"     8.9"
"2005";"317105";"1999MM10";"     7.5"
"2006";"317105";"1999MM11";"    11.0"
"2007";"317105";"1999MM12";"    11.2"
"2008";"317105";"2000MM01";"     8.0"
"2009";"317105";"2000MM02";"     9.1"
"2010";"317105";"2000MM03";"    12.0"
"2011";"317105";"2000MM04";"    13.6"
"2012";"317105";"2000MM05";"    15.6"
"2013";"317105";"2000MM06";"    15.5"
"2014";"317105";"2000MM07";"    18.5"
"2015";"317105";"2000MM08";"    18.3"
"2016";"317105";"2000MM09";"    15.0"
"2017";"317105";"2000MM10";"    14.2"
"2018";"317105";"2000MM11";"     4.7"
"2019";"317105";"2000MM12";"     6.0"
"2020";"317105";"2001MM01";"     4.5"
"2021";"317105";"2001MM02";"    -4.7"
"2022";"317105";"2001MM03";"    -1.6"
"2023";"317105";"2001MM04";"     2.8"
"2024";"317105";"2001MM05";"     0.3"
"2025";"317105";"2001MM06";"     0.8"
"2026";"317105";"2001MM07";"    -4.7"
"2027";"317105";"2001MM08";"    -8.1"
"2028";"317105";"2001MM09";"    -5.0"
"2029";"317105";"2001MM10";"    -6.2"
"2030";"317105";"2001MM11";"     0.3"
"2031";"317105";"2001MM12";"    -7.0"
"2032";"317105";"2002MM01";"     0.5"
"2033";"317105";"2002MM02";"     7.9"
"2034";"317105";"2002MM03";"     4.3"
"2035";"317105";"2002MM04";"     1.8"
"2036";"317105";"2002MM05";"     5.6"
"2037";"317105";"2002MM06";"    -2.1"
"2038";"317105";"2002MM07";"    -7.0"
"2039";"317105";"2002MM08";"    -2.2"
"2040";"317105";"2002MM09";"    -8.3"
"2041";"317105";"2002MM10";"    -8.2"
"2042";"317105";"2002MM11";"    -9.5"
"2043";"317105";"2002MM12";"   -10.6"
"2044";"317105";"2003MM01";"    -3.1"
"2045";"317105";"2003MM02";"    -8.8"
"2046";"317105";"2003MM03";"    -9.1"
"2047";"317105";"2003MM04";"    -6.0"
"2048";"317105";"2003MM05";"    -3.4"
"2049";"317105";"2003MM06";"   -10.0"
"2050";"317105";"2003MM07";"   -11.5"
"2051";"317105";"2003MM08";"   -10.5"
"2052";"317105";"2003MM09";"   -11.2"
"2053";"317105";"2003MM10";"     0.3"
"2054";"317105";"2003MM11";"    -2.5"
"2055";"317105";"2003MM12";"    -0.5"
"2056";"317105";"2004MM01";"    -1.3"
"2057";"317105";"2004MM02";"    -3.6"
"2058";"317105";"2004MM03";"    -3.4"
"2059";"317105";"2004MM04";"    -5.2"
"2060";"317105";"2004MM05";"    -3.0"
"2061";"317105";"2004MM06";"     2.5"
"2062";"317105";"2004MM07";"     9.1"
"2063";"317105";"2004MM08";"     8.8"
"2064";"317105";"2004MM09";"     6.2"
"2065";"317105";"2004MM10";"     5.6"
"2066";"317105";"2004MM11";"    -3.5"
"2067";"317105";"2004MM12";"    -1.8"
"2068";"317105";"2005MM01";"     0.2"
"2069";"317105";"2005MM02";"     1.5"
"2070";"317105";"2005MM03";"     4.0"
"2071";"317105";"2005MM04";"     1.1"
"2072";"317105";"2005MM05";"    -2.9"
"2073";"317105";"2005MM06";"     3.0"
"2074";"317105";"2005MM07";"     0.8"
"2075";"317105";"2005MM08";"     4.1"
"2076";"317105";"2005MM09";"     4.4"
"2077";"317105";"2005MM10";"     3.7"
"2078";"317105";"2005MM11";"    10.3"
"2079";"317105";"2005MM12";"    13.0"
"2080";"317105";"2006MM01";"    12.3"
"2081";"317105";"2006MM02";"     0.9"
"2082";"317105";"2006MM03";"    12.3"
"2083";"317105";"2006MM04";"     8.8"
"2084";"317105";"2006MM05";"     7.4"
"2085";"317105";"2006MM06";"     6.8"
"2086";"317105";"2006MM07";"    12.7"
"2087";"317105";"2006MM08";"     7.1"
"2088";"317105";"2006MM09";"     4.2"
"2089";"317105";"2006MM10";"     3.3"
"2090";"317105";"2006MM11";"     8.7"
"2091";"317105";"2006MM12";"     7.4"
"2092";"317105";"2007MM01";"     9.3"
"2093";"317105";"2007MM02";"     8.3"
"2094";"317105";"2007MM03";"     7.6"
"2095";"317105";"2007MM04";"     8.2"
"2096";"317105";"2007MM05";"    10.1"
"2097";"317105";"2007MM06";"    13.2"
"2098";"317105";"2007MM07";"    10.0"
"2099";"317105";"2007MM08";"     3.3"
"2100";"317105";"2007MM09";"    -3.0"
"2101";"317105";"2007MM10";"    -0.3"
"2102";"317105";"2007MM11";"     2.0"
"2103";"317105";"2007MM12";"     7.1"
"2104";"317105";"2008MM01";"     5.4"
"2105";"317105";"2008MM02";"     4.2"
"2106";"317105";"2008MM03";"     1.5"
"2107";"317105";"2008MM04";"    -2.5"
"2108";"317105";"2008MM05";"     1.0"
"2109";"317105";"2008MM06";"    -0.1"
"2110";"317105";"2008MM07";"    -2.4"
"2111";"317105";"2008MM08";"    -8.9"
"2112";"317105";"2008MM09";"    -8.9"
"2113";"317105";"2008MM10";"    -9.3"
"2114";"317105";"2008MM11";"    -6.5"
"2115";"317105";"2008MM12";"   -12.8"
"2116";"317105";"2009MM01";"   -22.2"
"2117";"317105";"2009MM02";"   -28.2"
"2118";"317105";"2009MM03";"   -27.5"
"2119";"317105";"2009MM04";"   -26.3"
"2120";"317105";"2009MM05";"   -14.3"
"2121";"317105";"2009MM06";"    -4.4"
"2122";"317105";"2009MM07";"    -8.6"
"2123";"317105";"2009MM08";"    -5.5"
"2124";"317105";"2009MM09";"    -4.5"
"2125";"317105";"2009MM10";"     0.7"
"2126";"317105";"2009MM11";"    -6.6"
"2127";"317105";"2009MM12";"     1.0"
"2128";"317105";"2010MM01";"    16.2"
"2129";"317105";"2010MM02";"     8.8"
"2130";"317105";"2010MM03";"     3.3"
"2131";"317105";"2010MM04";"    10.5"
"2132";"317105";"2010MM05";"     8.4"
"2133";"317105";"2010MM06";"    10.1"
"2134";"317105";"2010MM07";"     6.8"
"2135";"317105";"2010MM08";"     5.7"
"2136";"317105";"2010MM09";"     0.2"
"2137";"317105";"2010MM10";"    -0.3"
"2138";"317105";"2010MM11";"   -11.5"
"2139";"317105";"2010MM12";"    -2.0"
"2140";"317105";"2011MM01";"     4.1"
"2141";"317105";"2011MM02";"     7.9"
"2142";"317105";"2011MM03";"     8.7"
