"L2_LRHUTTTT","L1_BCCI","L1_BRCI","L1_BSCI","L1_CSCICP02","L3_XTEXVA01","L3_XTIMVA01","L1_AEX","L1_AEXVLT","inflation"
0,3.4,3.8,-2.3,-4.1,0.00831513640369019,0.00400210287402025,0.0691976946812698,0.00806818361992507,0
-0.100000000000001,10.3,10.7,7,0.8,0.0161434380867802,0.0254709289122199,0.00646572268604029,0.00700454113279129,0.2
-0.0999999999999996,-2.8,0.9,8.6,3,0.0515747968872899,0.0775212420763998,0.00162673019636994,0.0113389573521965,-0.1
-0.0999999999999996,-1.1,7.1,9.1,5.6,0.00150460158827004,-0.00332371877876003,0.0261069574973094,0.00652846234506796,-0.6
-0.2,-2.1,-4.2,9.3,-0.2,0.0154898698527499,0.01887180768342,0.0283234052678702,0.010463946311884,1
-0.100000000000001,4.7,-3.6,7.1,-0.6,0.00132137821477984,-0.0136722350481997,0.0388672380508401,0.0046517653192279,0.3
0.100000000000001,1,0.8,8.4,0.6,0.0315898530646601,0.0283701382201698,-0.0208312609074301,0.00845887113231121,0.7
-0.100000000000001,2.6,-0.6,10,-4.7,0.0013814508131702,0.01602922620317,0.0367820405065302,0.00936481122659956,1.8
-0.2,0.299999999999997,1.5,9.8,-11,-0.00183892062532998,0.01255932735419,-0.0510013078043503,0.00897047423087395,0.5
-0.2,-0.599999999999998,3,7.5,-10.4,-0.00980931308383015,0.0150005383031,0.0186836684916205,0.0119462469598249,0.7
0.0999999999999996,0.300000000000001,-9,6.7,-9.6,0.0391449722907002,0.0376129729149803,-0.0595888930367003,0.0131245986234672,-0.2
-0.2,0.299999999999997,7.9,6,-13.2,0.00441424991596939,-0.000252486258890183,-0.0407621211145699,0.0139792593129362,3.5
