"","h=3","h=6"
"254",0.00964166666666666,0.0183166666666666
"255",0.0115833333333333,0.0654333333333333
"256",0.0583833333333333,0.0746833333333333
"257",0.029125,0.109116666666667
"258",0.0858833333333334,0.109375
"259",0.0913,0.113725
"260",0.120558333333333,0.0522333333333333
"261",0.110416666666667,0.0654083333333333
"262",0.15295,0.01745
"263",0.0740416666666667,0.0252
"264",0.0758916666666666,0.0196333333333333
"265",0.05525,0.00905833333333332
"266",0.067375,-0.00676666666666667
"267",0.03085,0.00319999999999996
"268",-0.00556666666666665,0.000483333333333333
"269",-0.00901666666666663,-0.0104416666666667
"270",0.0210833333333333,0.00424999999999997
"271",0.00968333333333334,0.0288
"272",-0.0162666666666667,0.01175
"273",0.00419166666666668,-0.0146333333333333
"274",0.0508916666666667,-0.00857499999999999
"275",-0.0114416666666667,-0.0100166666666667
"276",0.00877499999999999,-0.00121666666666666
"277",0.0235333333333333,0.00604999999999999
"278",0.01225,0.0282083333333334
"279",0.0429833333333333,0.0365333333333334
"280",0.02895,0.0117833333333333
"281",0.0338,-0.00365833333333335
"282",0.02635,-0.016
"283",0.0100166666666666,-0.0165416666666666
"284",0.0103833333333333,-0.01215
"285",0.00504999999999998,-0.00672499999999998
"286",-0.036125,-0.012675
"287",-0.00937499999999999,-0.0174916666666667
"288",-0.0445666666666667,-0.0216083333333333
"289",-0.015125,-0.0205333333333334
"290",-0.0236666666666667,-0.00289999999999998
"291",-0.036125,-0.032075
"292",-0.0502333333333333,-0.025575
"293",-0.0206083333333333,-0.00239999999999998
"294",-0.0394833333333333,-0.020025
"295",-0.00426666666666662,0.00190833333333334
"296",-0.026425,0.0140916666666667
"297",-0.0132916666666667,-0.029475
"298",-0.0254,-0.00216666666666667
"299",-0.0191,-0.0118833333333333
"300",-0.030575,-0.0447833333333334
"301",-0.00523333333333333,-0.00853333333333333
"302",-0.0176,-0.02375
"303",-0.0566500000000001,-0.0404416666666667
"304",-0.012325,-0.0228083333333333
"305",-0.0397,-0.0367833333333333
"306",-0.04425,-0.0190833333333334
"307",-0.0469416666666667,-0.00124999999999994
"308",-0.0295166666666666,-0.0494833333333333
"309",-0.0351416666666667,-0.00886666666666665
"310",-0.00255833333333332,0.016575
"311",-0.050575,-0.029975
"312",-0.0191,-0.0267083333333334
"313",-0.0130333333333334,-0.02515
"314",-0.0505416666666666,-0.0170333333333333
"315",-0.0266833333333333,-0.0254583333333333
"316",-0.0253,0.000408333333333329
"317",-0.0216,-0.00763333333333337
"318",-0.00944166666666668,-0.00101666666666666
"319",0.00563333333333332,0.015575
"320",-0.0439833333333333,0.00965833333333333
"321",-0.0165333333333333,-0.022
"322",0.019975,0.00456666666666665
"323",0.0302833333333333,0.0414416666666666
"324",-0.00396666666666667,-0.00904166666666662
"325",-0.00719999999999998,0.015475
"326",-0.00539999999999999,0.0302333333333333
"327",-0.0119,0.021425
"328",0.0118833333333333,0.0285083333333333
"329",0.00204166666666666,0.0250666666666666
"330",-0.020725,0.0215833333333333
"331",0.0217416666666666,0.0727916666666667
"332",0.0165583333333333,0.025475
"333",0.0398916666666666,0.0639333333333333
"334",0.0493333333333334,0.066
"335",0.00849999999999997,0.0229583333333333
"336",0.044575,0.0918583333333333
"337",0.0510999999999999,0.0779333333333333
"338",0.03275,0.0973999999999999
"339",0.113958333333333,0.106808333333333
"340",0.136808333333333,0.0830333333333333
"341",0.122541666666667,0.115991666666667
"342",0.129783333333333,0.116125
"343",0.12265,0.145316666666667
"344",0.133408333333333,0.214975
"345",0.148341666666667,0.253225
"346",0.210066666666667,0.262383333333333
"347",0.270733333333333,0.232041666666667
"348",0.29275,0.252433333333333
"349",0.331108333333333,0.2516
"350",0.270525,0.201741666666667
"351",0.323508333333333,0.17985
"352",0.239075,0.133933333333333
"353",0.159308333333333,0.185725
"354",0.152316666666667,0.0941083333333333
"355",0.111641666666667,0.105425
"356",0.141291666666667,0.0358666666666667
"357",0.0761666666666666,0.0214
"358",0.0395083333333334,0.0336583333333333
"359",0.00118333333333327,0.0319
"360",0.0115416666666667,-0.0179250000000001
"361",-0.00279166666666673,-0.0429833333333334
"362",-0.00233333333333332,-0.0296166666666667
"363",-0.0346083333333334,-0.0153083333333333
"364",-0.0643333333333333,-0.0297
"365",-0.0367666666666666,-0.0418666666666667
"366",-0.0450916666666667,0.0107666666666667
"367",-0.00565833333333335,-0.0691
"368",-0.03275,-0.0614333333333333
"369",-0.00471666666666666,-0.0435583333333333
"370",-0.02325,-0.0153666666666667
"371",-0.0505250000000001,-0.0548083333333334
"372",-0.0685583333333334,-0.0383583333333334
"373",-0.00836666666666666,-0.00800833333333335
"374",-0.0344083333333333,-0.00891666666666666
"375",-0.022775,-0.0472
"376",-0.0150916666666667,-0.00592500000000002
"377",-0.0210083333333333,-0.019725
"378",-0.055075,-0.0403916666666667
"379",-0.00538333333333336,-0.0395083333333333
"380",-0.0440416666666667,-0.05315
"381",-0.0211666666666667,-0.00881666666666668
"382",0.00649999999999997,0.00209999999999998
"383",0.00220833333333336,-0.0363083333333334
"384",-0.0125,-0.00125833333333334
"385",-0.0380166666666667,-0.020125
"386",-0.044975,-0.0170000000000001
"387",-0.0449916666666667,0.000950000000000052
"388",0.010325,0.0604083333333334
"389",-0.0119916666666667,-0.0662499999999999
"390",-0.0532916666666667,-0.0367416666666667
"391",-0.0270916666666667,-0.0219916666666667
"392",-0.0745083333333333,-0.00391666666666667
"393",-0.0246583333333333,0.0205333333333333
"394",0.00539166666666666,-0.0167916666666667
"395",0.00390833333333331,-0.0335416666666667
"396",-0.0209666666666666,-0.0323416666666667
"397",-0.0440666666666667,-0.043375
"398",-0.0405416666666667,-0.0532
"399",-0.0161666666666667,-0.0489916666666666
"400",-0.0402833333333333,-0.0446833333333333
"401",-0.0649583333333333,-0.0247083333333333
"402",-0.0399,-0.0453166666666667
"403",-0.0485416666666666,-0.0680916666666666
"404",-0.0423916666666666,-0.0437833333333333
"405",-0.024475,-0.00807499999999997
"406",-0.0728916666666667,-0.0811833333333332
"407",-0.0363,-0.0733583333333334
"408",-0.0430333333333333,-0.048025
"409",-0.0543166666666666,-0.0509
"410",-0.0682916666666667,-0.0239333333333334
"411",-0.054875,-0.0507
"412",-0.0836666666666666,-0.077975
"413",-0.0354916666666666,-0.036425
"414",-0.0666333333333334,-0.0531500000000001
"415",-0.0868083333333334,-0.0522416666666666
"416",-0.032975,-0.0382666666666666
"417",-0.0714166666666666,-0.0672833333333333
"418",-0.0487333333333333,-0.0729333333333334
"419",-0.0599333333333333,-0.0150333333333333
"420",-0.0591666666666666,-0.058475
"421",-0.0836166666666666,-0.0504333333333333
"422",-0.0373416666666667,-0.0469583333333333
"423",-0.0149,-0.066775
"424",-0.0550666666666666,-0.0611583333333333
"425",-0.0342,-0.0645
"426",-0.036925,-0.0340333333333333
"427",-0.0467583333333333,-0.0569333333333333
"428",-0.0690250000000001,-0.0241333333333334
"429",-0.0464916666666667,-0.046975
"430",-0.0496583333333333,-0.0208333333333333
"431",-0.0237916666666667,-0.0525583333333333
"432",-0.105816666666667,-0.058475
"433",-0.017725,-0.00452500000000002
"434",-0.0578833333333333,-0.0443166666666667
"435",-0.0503583333333333,-0.03785
"436",-0.0225583333333333,-0.00151666666666665
"437",-0.0333166666666666,-0.0285666666666666
"438",-0.0572416666666666,-0.027375
"439",-0.0359166666666667,-0.00593333333333332
"440",-0.0252416666666666,-0.0533666666666667
"441",-0.057,-0.01465
"442",-0.0215666666666667,-0.04865
"443",-0.0261,-0.034675
"444",-0.0596500000000001,0.0195
"445",-0.0349416666666667,-0.0557333333333333
"446",-0.03105,-0.03535
"447",-0.0157666666666667,-0.0365916666666667
"448",-0.0484333333333333,-0.0493166666666666
"449",-0.0431,-0.0219416666666667
"450",-0.0571416666666666,-0.0660416666666666
"451",-0.058,-0.0232916666666667
"452",-0.032,-0.039225
"453",-0.0493333333333333,-0.0313166666666667
"454",-0.0324333333333334,-0.0542916666666667
"455",-0.036275,-0.0303833333333333
"456",-0.044825,-0.03745
"457",-0.0737416666666666,-0.0384416666666667
"458",-0.0591833333333333,-0.0650833333333333
"459",-0.0428083333333334,-0.038325
"460",-0.000283333333333363,-0.0653166666666666
"461",-0.0651833333333333,-0.0629916666666666
"462",-0.0274583333333334,-0.0286666666666667
"463",-0.0107416666666667,-0.062925
"464",-0.0929999999999999,-0.0560583333333333
"465",-0.0262,-0.03235
"466",-0.040025,-0.038
"467",-0.0494833333333333,0.00234999999999997
"468",-0.0238583333333333,-0.0228416666666667
"469",-0.03505,-0.0155250000000001
"470",0.01095,-0.0152750000000001
"471",-0.00127500000000001,-0.0351083333333333
"472",-0.0135833333333334,-0.0359583333333333
"473",0.0129083333333333,-0.014675
"474",-0.0282833333333333,-0.014375
"475",-0.03165,-0.00835000000000005
"476",-0.00660000000000001,-0.0181833333333334
"477",-0.0159,-0.0121
"478",-0.0110583333333333,0.1392
"479",-0.00675833333333336,0.169516666666667
"480",-0.0119166666666667,0.0520583333333334
"481",0.181366666666667,-0.0234833333333333
"482",1.12356666666667,-0.141441666666667
"483",0.326583333333333,-0.450141666666666
"484",0.43505,-0.195491666666667
"485",0.3193,-0.596933333333333
"486",-0.0370416666666666,-0.623583333333334
"487",1.64565,-0.100491666666667
"488",-0.3076,1.36159166666667
"489",-0.25645,0.374275
"490",-0.0576166666666667,0.020175
"491",1.48273333333333,1.38358333333333
"492",0.24685,3.6061
"493",0.10795,1.752525
"494",0.718291666666667,0.0299333333333334
"495",2.80121666666667,0.283841666666666
"496",0.806491666666667,-0.450308333333333
"497",-0.0647416666666667,-0.162658333333333
"498",0.187458333333333,0.00516666666666673
"499",-0.109675,0.126575
"500",-0.0373583333333334,-0.108808333333333
"501",0.377508333333333,-0.15125
"502",0.00308333333333335,1.11644166666667
"503",-0.193516666666667,0.0545416666666667
"504",0.243483333333333,-0.205175
"505",1.07799166666667,-0.268666666666667
"506",0.0844250000000001,-0.51785
"507",0.1526,-0.139625
"508",1.38709166666667,2.04441666666667
"509",0.778566666666668,0.723266666666666
"510",0.357575,2.35871666666667
"511",1.81853333333334,-0.141175
"512",0.655016666666667,-0.294891666666667
